just_date,industry,benchmark_20d
2016-01-26,Financials,
2016-01-27,Financials,
2016-01-28,Financials,
2016-01-29,Financials,
2016-02-01,Financials,
2016-02-02,Financials,
2016-02-03,Financials,
2016-02-04,Financials,
2016-02-05,Financials,
2016-02-08,Financials,
2016-02-09,Financials,
2016-02-10,Financials,
2016-02-11,Financials,
2016-02-12,Financials,
2016-02-16,Financials,
2016-02-17,Financials,
2016-02-18,Financials,
2016-02-19,Financials,
2016-02-22,Financials,
2016-02-23,Financials,
2016-02-24,Financials,
2016-02-25,Financials,
2016-02-26,Financials,
2016-02-29,Financials,
2016-03-01,Financials,
2016-03-02,Financials,
2016-03-03,Financials,
2016-03-04,Financials,
2016-03-07,Financials,
2016-03-08,Financials,0.0
2016-03-09,Financials,0.0
2016-03-10,Financials,0.0
2016-03-11,Financials,0.0
2016-03-14,Financials,0.0
2016-03-15,Financials,0.0
2016-03-16,Financials,0.0
2016-03-17,Financials,0.0
2016-03-18,Financials,0.0
2016-03-21,Financials,0.0
2016-03-22,Financials,0.0
2016-03-23,Financials,0.0
2016-03-24,Financials,0.0
2016-03-28,Financials,0.0
2016-03-29,Financials,0.0
2016-03-30,Financials,0.0
2016-03-31,Financials,0.0
2016-04-01,Financials,0.0
2016-04-04,Financials,0.0
2016-04-05,Financials,0.0
2016-04-06,Financials,0.0
2016-04-07,Financials,0.0
2016-04-08,Financials,0.0
2016-04-11,Financials,0.0
2016-04-12,Financials,0.0
2016-04-13,Financials,0.0
2016-04-14,Financials,0.0
2016-04-15,Financials,0.0
2016-04-18,Financials,0.0
2016-04-19,Financials,0.0
2016-04-20,Financials,0.0
2016-04-21,Financials,0.0
2016-04-22,Financials,0.0
2016-04-25,Financials,0.0
2016-04-26,Financials,0.0
2016-04-27,Financials,0.0
2016-04-28,Financials,0.0
2016-04-29,Financials,0.0
2016-05-02,Financials,0.0
2016-05-03,Financials,0.0
2016-05-04,Financials,0.0
2016-05-05,Financials,0.0
2016-05-06,Financials,0.0
2016-05-09,Financials,0.0
2016-05-10,Financials,0.0
2016-05-11,Financials,0.0
2016-05-12,Financials,0.0
2016-05-13,Financials,0.0
2016-05-16,Financials,0.0
2016-05-17,Financials,0.0
2016-05-18,Financials,0.0
2016-05-19,Financials,0.0
2016-05-20,Financials,0.0
2016-05-23,Financials,0.0
2016-05-24,Financials,0.0
2016-05-25,Financials,0.0
2016-05-26,Financials,0.0
2016-05-27,Financials,0.0
2016-05-31,Financials,0.0
2016-06-01,Financials,0.0
2016-06-02,Financials,0.0
2016-06-03,Financials,0.0
2016-06-06,Financials,0.0
2016-06-07,Financials,0.0
2016-06-08,Financials,0.0
2016-06-09,Financials,0.0
2016-06-10,Financials,0.0
2016-06-13,Financials,0.0
2016-06-14,Financials,0.0
2016-06-15,Financials,0.0
2016-06-16,Financials,0.0
2016-06-17,Financials,0.0
2016-06-20,Financials,0.0
2016-06-21,Financials,0.0
2016-06-22,Financials,0.0
2016-06-23,Financials,0.0
2016-06-24,Financials,0.0
2016-06-27,Financials,0.0
2016-06-28,Financials,0.0
2016-06-29,Financials,0.0
2016-06-30,Financials,0.0
2016-07-01,Financials,0.0
2016-07-05,Financials,0.0
2016-07-06,Financials,0.0
2016-07-07,Financials,0.0
2016-07-08,Financials,0.0
2016-07-11,Financials,0.0
2016-07-12,Financials,0.0
2016-07-13,Financials,0.0
2016-07-14,Financials,0.0
2016-07-15,Financials,0.0
2016-07-18,Financials,0.0
2016-07-19,Financials,0.0
2016-07-20,Financials,0.0
2016-07-21,Financials,0.0
2016-07-22,Financials,0.0
2016-07-25,Financials,0.0
2016-07-26,Financials,0.0
2016-07-27,Financials,0.0
2016-07-28,Financials,0.0
2016-07-29,Financials,0.0
2016-08-01,Financials,0.0
2016-08-02,Financials,0.0
2016-08-03,Financials,0.0
2016-08-04,Financials,0.0
2016-08-05,Financials,0.0
2016-08-08,Financials,0.0
2016-08-09,Financials,0.0
2016-08-10,Financials,0.0
2016-08-11,Financials,0.0
2016-08-12,Financials,0.0
2016-08-15,Financials,0.0
2016-08-16,Financials,0.0
2016-08-17,Financials,0.0
2016-08-18,Financials,0.0
2016-08-19,Financials,0.0
2016-08-22,Financials,0.0
2016-08-23,Financials,0.0
2016-08-24,Financials,0.0
2016-08-25,Financials,0.0
2016-08-26,Financials,0.0
2016-08-29,Financials,0.0
2016-08-30,Financials,0.0
2016-08-31,Financials,0.0
2016-09-01,Financials,0.0
2016-09-02,Financials,0.0
2016-09-06,Financials,0.0
2016-09-07,Financials,0.0
2016-09-08,Financials,0.0
2016-09-09,Financials,0.0
2016-09-12,Financials,0.0
2016-09-13,Financials,0.0
2016-09-14,Financials,0.0
2016-09-15,Financials,0.0
2016-09-16,Financials,0.0
2016-09-19,Financials,0.0
2016-09-20,Financials,0.0
2016-09-21,Financials,0.0
2016-09-22,Financials,0.0
2016-09-23,Financials,0.0
2016-09-26,Financials,0.0
2016-09-27,Financials,0.0
2016-09-28,Financials,0.0
2016-09-29,Financials,0.0
2016-09-30,Financials,0.0
2016-10-03,Financials,0.0
2016-10-04,Financials,0.0
2016-10-05,Financials,0.0
2016-10-06,Financials,0.0
2016-10-07,Financials,0.0
2016-10-10,Financials,0.0
2016-10-11,Financials,0.0
2016-10-12,Financials,0.0
2016-10-13,Financials,0.0
2016-10-14,Financials,0.0
2016-10-17,Financials,0.0
2016-10-18,Financials,0.0
2016-10-19,Financials,0.0
2016-10-20,Financials,0.0
2016-10-21,Financials,0.0
2016-10-24,Financials,0.0
2016-10-25,Financials,0.0
2016-10-26,Financials,0.0
2016-10-27,Financials,0.0
2016-10-28,Financials,0.0
2016-10-31,Financials,0.0
2016-11-01,Financials,0.0
2016-11-02,Financials,0.0
2016-11-03,Financials,0.0
2016-11-04,Financials,0.0
2016-11-07,Financials,0.0
2016-11-08,Financials,0.0
2016-11-09,Financials,0.03333333333333333
2016-11-10,Financials,0.06666666666666667
2016-11-11,Financials,0.1
2016-11-14,Financials,0.13333333333333333
2016-11-15,Financials,0.16666666666666666
2016-11-16,Financials,0.2
2016-11-17,Financials,0.23333333333333334
2016-11-18,Financials,0.26666666666666666
2016-11-21,Financials,0.3
2016-11-22,Financials,0.3333333333333333
2016-11-23,Financials,0.36666666666666664
2016-11-25,Financials,0.4
2016-11-28,Financials,0.43333333333333335
2016-11-29,Financials,0.4666666666666667
2016-11-30,Financials,0.5
2016-12-01,Financials,0.5333333333333333
2016-12-02,Financials,0.5666666666666667
2016-12-05,Financials,0.6
2016-12-06,Financials,0.6333333333333333
2016-12-07,Financials,0.6666666666666666
2016-12-08,Financials,0.7
2016-12-09,Financials,0.7333333333333333
2016-12-12,Financials,0.7666666666666667
2016-12-13,Financials,0.8
2016-12-14,Financials,0.8333333333333334
2016-12-15,Financials,0.8666666666666667
2016-12-16,Financials,0.9
2016-12-19,Financials,0.9333333333333333
2016-12-20,Financials,0.9666666666666667
2016-12-21,Financials,1.0
2016-12-22,Financials,1.0
2016-12-23,Financials,1.0
2016-12-27,Financials,1.0
2016-12-28,Financials,1.0
2016-12-29,Financials,1.0
2016-12-30,Financials,1.0
2017-01-03,Financials,1.0
2017-01-04,Financials,1.0
2017-01-05,Financials,1.0
2017-01-06,Financials,1.0
2017-01-09,Financials,1.0
2017-01-10,Financials,0.9666666666666667
2017-01-11,Financials,0.9333333333333333
2017-01-12,Financials,0.9
2017-01-13,Financials,0.8666666666666667
2017-01-17,Financials,0.8333333333333334
2017-01-18,Financials,0.8
2017-01-19,Financials,0.7666666666666667
2017-01-20,Financials,0.7333333333333333
2017-01-23,Financials,0.7
2017-01-24,Financials,0.6666666666666666
2017-01-25,Financials,0.6333333333333333
2017-01-26,Financials,0.6
2017-01-27,Financials,0.5666666666666667
2017-01-30,Financials,0.5333333333333333
2017-01-31,Financials,0.5
2017-02-01,Financials,0.4666666666666667
2017-02-02,Financials,0.43333333333333335
2017-02-03,Financials,0.4
2017-02-06,Financials,0.36666666666666664
2017-02-07,Financials,0.3333333333333333
2017-02-08,Financials,0.3
2017-02-09,Financials,0.26666666666666666
2017-02-10,Financials,0.23333333333333334
2017-02-13,Financials,0.2
2017-02-14,Financials,0.16666666666666666
2017-02-15,Financials,0.13333333333333333
2017-02-16,Financials,0.1
2017-02-17,Financials,0.06666666666666667
2017-02-21,Financials,0.03333333333333333
2017-02-22,Financials,0.0
2017-02-23,Financials,0.0
2017-02-24,Financials,0.0
2017-02-27,Financials,0.0
2017-02-28,Financials,0.0
2017-03-01,Financials,0.03333333333333333
2017-03-02,Financials,0.06666666666666667
2017-03-03,Financials,0.1
2017-03-06,Financials,0.13333333333333333
2017-03-07,Financials,0.16666666666666666
2017-03-08,Financials,0.16666666666666666
2017-03-09,Financials,0.16666666666666666
2017-03-10,Financials,0.16666666666666666
2017-03-13,Financials,0.16666666666666666
2017-03-14,Financials,0.16666666666666666
2017-03-15,Financials,0.16666666666666666
2017-03-16,Financials,0.16666666666666666
2017-03-17,Financials,0.16666666666666666
2017-03-20,Financials,0.16666666666666666
2017-03-21,Financials,0.16666666666666666
2017-03-22,Financials,0.16666666666666666
2017-03-23,Financials,0.16666666666666666
2017-03-24,Financials,0.16666666666666666
2017-03-27,Financials,0.16666666666666666
2017-03-28,Financials,0.16666666666666666
2017-03-29,Financials,0.16666666666666666
2017-03-30,Financials,0.16666666666666666
2017-03-31,Financials,0.16666666666666666
2017-04-03,Financials,0.16666666666666666
2017-04-04,Financials,0.16666666666666666
2017-04-05,Financials,0.16666666666666666
2017-04-06,Financials,0.16666666666666666
2017-04-07,Financials,0.16666666666666666
2017-04-10,Financials,0.16666666666666666
2017-04-11,Financials,0.16666666666666666
2017-04-12,Financials,0.13333333333333333
2017-04-13,Financials,0.1
2017-04-17,Financials,0.06666666666666667
2017-04-18,Financials,0.03333333333333333
2017-04-19,Financials,0.0
2017-04-20,Financials,0.0
2017-04-21,Financials,0.0
2017-04-24,Financials,0.0
2017-04-25,Financials,0.0
2017-04-26,Financials,0.0
2017-04-27,Financials,0.0
2017-04-28,Financials,0.0
2017-05-01,Financials,0.0
2017-05-02,Financials,0.0
2017-05-03,Financials,0.0
2017-05-04,Financials,0.0
2017-05-05,Financials,0.0
2017-05-08,Financials,0.0
2017-05-09,Financials,0.0
2017-05-10,Financials,0.0
2017-05-11,Financials,0.0
2017-05-12,Financials,0.0
2017-05-15,Financials,0.0
2017-05-16,Financials,0.0
2017-05-17,Financials,0.0
2017-05-18,Financials,0.0
2017-05-19,Financials,0.0
2017-05-22,Financials,0.0
2017-05-23,Financials,0.0
2017-05-24,Financials,0.0
2017-05-25,Financials,0.0
2017-05-26,Financials,0.0
2017-05-30,Financials,0.0
2017-05-31,Financials,0.0
2017-06-01,Financials,0.0
2017-06-02,Financials,0.0
2017-06-05,Financials,0.0
2017-06-06,Financials,0.0
2017-06-07,Financials,0.0
2017-06-08,Financials,0.0
2017-06-09,Financials,0.0
2017-06-12,Financials,0.03333333333333333
2017-06-13,Financials,0.06666666666666667
2017-06-14,Financials,0.1
2017-06-15,Financials,0.13333333333333333
2017-06-16,Financials,0.16666666666666666
2017-06-19,Financials,0.2
2017-06-20,Financials,0.23333333333333334
2017-06-21,Financials,0.26666666666666666
2017-06-22,Financials,0.3
2017-06-23,Financials,0.3333333333333333
2017-06-26,Financials,0.36666666666666664
2017-06-27,Financials,0.4
2017-06-28,Financials,0.43333333333333335
2017-06-29,Financials,0.4666666666666667
2017-06-30,Financials,0.5
2017-07-03,Financials,0.5333333333333333
2017-07-05,Financials,0.5666666666666667
2017-07-06,Financials,0.6
2017-07-07,Financials,0.6333333333333333
2017-07-10,Financials,0.6666666666666666
2017-07-11,Financials,0.7
2017-07-12,Financials,0.7333333333333333
2017-07-13,Financials,0.7666666666666667
2017-07-14,Financials,0.8
2017-07-17,Financials,0.8333333333333334
2017-07-18,Financials,0.8666666666666667
2017-07-19,Financials,0.9
2017-07-20,Financials,0.9333333333333333
2017-07-21,Financials,0.9666666666666667
2017-07-24,Financials,1.0
2017-07-25,Financials,1.0
2017-07-26,Financials,1.0
2017-07-27,Financials,1.0
2017-07-28,Financials,1.0
2017-07-31,Financials,1.0
2017-08-01,Financials,1.0
2017-08-02,Financials,1.0
2017-08-03,Financials,1.0
2017-08-04,Financials,1.0
2017-08-07,Financials,1.0
2017-08-08,Financials,1.0
2017-08-09,Financials,1.0
2017-08-10,Financials,1.0
2017-08-11,Financials,1.0
2017-08-14,Financials,0.9666666666666667
2017-08-15,Financials,0.9333333333333333
2017-08-16,Financials,0.9
2017-08-17,Financials,0.8666666666666667
2017-08-18,Financials,0.8333333333333334
2017-08-21,Financials,0.8
2017-08-22,Financials,0.7666666666666667
2017-08-23,Financials,0.7333333333333333
2017-08-24,Financials,0.7
2017-08-25,Financials,0.6666666666666666
2017-08-28,Financials,0.6333333333333333
2017-08-29,Financials,0.6
2017-08-30,Financials,0.5666666666666667
2017-08-31,Financials,0.5333333333333333
2017-09-01,Financials,0.5
2017-09-05,Financials,0.4666666666666667
2017-09-06,Financials,0.43333333333333335
2017-09-07,Financials,0.4
2017-09-08,Financials,0.36666666666666664
2017-09-11,Financials,0.3333333333333333
2017-09-12,Financials,0.3
2017-09-13,Financials,0.26666666666666666
2017-09-14,Financials,0.23333333333333334
2017-09-15,Financials,0.2
2017-09-18,Financials,0.16666666666666666
2017-09-19,Financials,0.13333333333333333
2017-09-20,Financials,0.1
2017-09-21,Financials,0.1
2017-09-22,Financials,0.1
2017-09-25,Financials,0.1
2017-09-26,Financials,0.13333333333333333
2017-09-27,Financials,0.16666666666666666
2017-09-28,Financials,0.2
2017-09-29,Financials,0.23333333333333334
2017-10-02,Financials,0.26666666666666666
2017-10-03,Financials,0.3
2017-10-04,Financials,0.3333333333333333
2017-10-05,Financials,0.36666666666666664
2017-10-06,Financials,0.4
2017-10-09,Financials,0.43333333333333335
2017-10-10,Financials,0.4666666666666667
2017-10-11,Financials,0.5
2017-10-12,Financials,0.5333333333333333
2017-10-13,Financials,0.5666666666666667
2017-10-16,Financials,0.6
2017-10-17,Financials,0.6333333333333333
2017-10-18,Financials,0.6666666666666666
2017-10-19,Financials,0.7
2017-10-20,Financials,0.7333333333333333
2017-10-23,Financials,0.7666666666666667
2017-10-24,Financials,0.8
2017-10-25,Financials,0.8333333333333334
2017-10-26,Financials,0.8666666666666667
2017-10-27,Financials,0.9
2017-10-30,Financials,0.9333333333333333
2017-10-31,Financials,0.9666666666666667
2017-11-01,Financials,1.0
2017-11-02,Financials,1.0
2017-11-03,Financials,1.0
2017-11-06,Financials,1.0
2017-11-07,Financials,1.0
2017-11-08,Financials,1.0
2017-11-09,Financials,1.0
2017-11-10,Financials,0.9666666666666667
2017-11-13,Financials,0.9333333333333333
2017-11-14,Financials,0.9
2017-11-15,Financials,0.8666666666666667
2017-11-16,Financials,0.8333333333333334
2017-11-17,Financials,0.8
2017-11-20,Financials,0.7666666666666667
2017-11-21,Financials,0.7333333333333333
2017-11-22,Financials,0.7
2017-11-24,Financials,0.6666666666666666
2017-11-27,Financials,0.6333333333333333
2017-11-28,Financials,0.6
2017-11-29,Financials,0.5666666666666667
2017-11-30,Financials,0.5666666666666667
2017-12-01,Financials,0.5666666666666667
2017-12-04,Financials,0.5666666666666667
2017-12-05,Financials,0.5666666666666667
2017-12-06,Financials,0.5666666666666667
2017-12-07,Financials,0.5666666666666667
2017-12-08,Financials,0.5666666666666667
2017-12-11,Financials,0.5666666666666667
2017-12-12,Financials,0.5666666666666667
2017-12-13,Financials,0.5666666666666667
2017-12-14,Financials,0.5666666666666667
2017-12-15,Financials,0.5666666666666667
2017-12-18,Financials,0.5666666666666667
2017-12-19,Financials,0.5666666666666667
2017-12-20,Financials,0.5666666666666667
2017-12-21,Financials,0.5666666666666667
2017-12-22,Financials,0.5666666666666667
2017-12-26,Financials,0.6
2017-12-27,Financials,0.6333333333333333
2017-12-28,Financials,0.6666666666666666
2017-12-29,Financials,0.7
2018-01-02,Financials,0.7333333333333333
2018-01-03,Financials,0.7666666666666667
2018-01-04,Financials,0.8
2018-01-05,Financials,0.8333333333333334
2018-01-08,Financials,0.8666666666666667
2018-01-09,Financials,0.9
2018-01-10,Financials,0.9333333333333333
2018-01-11,Financials,0.9666666666666667
2018-01-12,Financials,1.0
2018-01-16,Financials,1.0
2018-01-17,Financials,1.0
2018-01-18,Financials,1.0
2018-01-19,Financials,1.0
2018-01-22,Financials,1.0
2018-01-23,Financials,1.0
2018-01-24,Financials,1.0
2018-01-25,Financials,1.0
2018-01-26,Financials,1.0
2018-01-29,Financials,1.0
2018-01-30,Financials,1.0
2018-01-31,Financials,1.0
2018-02-01,Financials,1.0
2018-02-02,Financials,1.0
2018-02-05,Financials,1.0
2018-02-06,Financials,0.9666666666666667
2018-02-07,Financials,0.9333333333333333
2018-02-08,Financials,0.9
2018-02-09,Financials,0.8666666666666667
2018-02-12,Financials,0.8333333333333334
2018-02-13,Financials,0.8
2018-02-14,Financials,0.7666666666666667
2018-02-15,Financials,0.7333333333333333
2018-02-16,Financials,0.7
2018-02-20,Financials,0.6666666666666666
2018-02-21,Financials,0.6333333333333333
2018-02-22,Financials,0.6
2018-02-23,Financials,0.5666666666666667
2018-02-26,Financials,0.5333333333333333
2018-02-27,Financials,0.5
2018-02-28,Financials,0.4666666666666667
2018-03-01,Financials,0.43333333333333335
2018-03-02,Financials,0.4
2018-03-05,Financials,0.36666666666666664
2018-03-06,Financials,0.3333333333333333
2018-03-07,Financials,0.3
2018-03-08,Financials,0.26666666666666666
2018-03-09,Financials,0.23333333333333334
2018-03-12,Financials,0.2
2018-03-13,Financials,0.16666666666666666
2018-03-14,Financials,0.13333333333333333
2018-03-15,Financials,0.1
2018-03-16,Financials,0.06666666666666667
2018-03-19,Financials,0.03333333333333333
2018-03-20,Financials,0.0
2018-03-21,Financials,0.0
2018-03-22,Financials,0.0
2018-03-23,Financials,0.0
2018-03-26,Financials,0.0
2018-03-27,Financials,0.0
2018-03-28,Financials,0.0
2018-03-29,Financials,0.0
2018-04-02,Financials,0.0
2018-04-03,Financials,0.0
2018-04-04,Financials,0.0
2018-04-05,Financials,0.0
2018-04-06,Financials,0.0
2018-04-09,Financials,0.0
2018-04-10,Financials,0.0
2018-04-11,Financials,0.0
2018-04-12,Financials,0.0
2018-04-13,Financials,0.0
2018-04-16,Financials,0.0
2018-04-17,Financials,0.0
2018-04-18,Financials,0.0
2018-04-19,Financials,0.0
2018-04-20,Financials,0.0
2018-04-23,Financials,0.0
2018-04-24,Financials,0.0
2018-04-25,Financials,0.0
2018-04-26,Financials,0.0
2018-04-27,Financials,0.0
2018-04-30,Financials,0.0
2018-05-01,Financials,0.0
2018-05-02,Financials,0.0
2018-05-03,Financials,0.0
2018-05-04,Financials,0.0
2018-05-07,Financials,0.0
2018-05-08,Financials,0.0
2018-05-09,Financials,0.0
2018-05-10,Financials,0.0
2018-05-11,Financials,0.03333333333333333
2018-05-14,Financials,0.06666666666666667
2018-05-15,Financials,0.1
2018-05-16,Financials,0.13333333333333333
2018-05-17,Financials,0.16666666666666666
2018-05-18,Financials,0.2
2018-05-21,Financials,0.23333333333333334
2018-05-22,Financials,0.26666666666666666
2018-05-23,Financials,0.3
2018-05-24,Financials,0.3333333333333333
2018-05-25,Financials,0.36666666666666664
2018-05-29,Financials,0.4
2018-05-30,Financials,0.43333333333333335
2018-05-31,Financials,0.4666666666666667
2018-06-01,Financials,0.5
2018-06-04,Financials,0.5333333333333333
2018-06-05,Financials,0.5666666666666667
2018-06-06,Financials,0.6
2018-06-07,Financials,0.6333333333333333
2018-06-08,Financials,0.6666666666666666
2018-06-11,Financials,0.7
2018-06-12,Financials,0.7333333333333333
2018-06-13,Financials,0.7666666666666667
2018-06-14,Financials,0.8
2018-06-15,Financials,0.8333333333333334
2018-06-18,Financials,0.8666666666666667
2018-06-19,Financials,0.9
2018-06-20,Financials,0.9333333333333333
2018-06-21,Financials,0.9333333333333333
2018-06-22,Financials,0.9333333333333333
2018-06-25,Financials,0.9
2018-06-26,Financials,0.8666666666666667
2018-06-27,Financials,0.8333333333333334
2018-06-28,Financials,0.8
2018-06-29,Financials,0.7666666666666667
2018-07-02,Financials,0.7333333333333333
2018-07-03,Financials,0.7
2018-07-05,Financials,0.6666666666666666
2018-07-06,Financials,0.6333333333333333
2018-07-09,Financials,0.6
2018-07-10,Financials,0.5666666666666667
2018-07-11,Financials,0.5333333333333333
2018-07-12,Financials,0.5
2018-07-13,Financials,0.4666666666666667
2018-07-16,Financials,0.43333333333333335
2018-07-17,Financials,0.4
2018-07-18,Financials,0.36666666666666664
2018-07-19,Financials,0.3333333333333333
2018-07-20,Financials,0.3
2018-07-23,Financials,0.26666666666666666
2018-07-24,Financials,0.23333333333333334
2018-07-25,Financials,0.2
2018-07-26,Financials,0.16666666666666666
2018-07-27,Financials,0.13333333333333333
2018-07-30,Financials,0.1
2018-07-31,Financials,0.06666666666666667
2018-08-01,Financials,0.03333333333333333
2018-08-02,Financials,0.0
2018-08-03,Financials,0.03333333333333333
2018-08-06,Financials,0.06666666666666667
2018-08-07,Financials,0.1
2018-08-08,Financials,0.13333333333333333
2018-08-09,Financials,0.16666666666666666
2018-08-10,Financials,0.2
2018-08-13,Financials,0.23333333333333334
2018-08-14,Financials,0.26666666666666666
2018-08-15,Financials,0.3
2018-08-16,Financials,0.3333333333333333
2018-08-17,Financials,0.36666666666666664
2018-08-20,Financials,0.4
2018-08-21,Financials,0.43333333333333335
2018-08-22,Financials,0.4666666666666667
2018-08-23,Financials,0.5
2018-08-24,Financials,0.5333333333333333
2018-08-27,Financials,0.5666666666666667
2018-08-28,Financials,0.6
2018-08-29,Financials,0.6333333333333333
2018-08-30,Financials,0.6666666666666666
2018-08-31,Financials,0.7
2018-09-04,Financials,0.7333333333333333
2018-09-05,Financials,0.7666666666666667
2018-09-06,Financials,0.8
2018-09-07,Financials,0.8333333333333334
2018-09-10,Financials,0.8666666666666667
2018-09-11,Financials,0.9
2018-09-12,Financials,0.9333333333333333
2018-09-13,Financials,0.9666666666666667
2018-09-14,Financials,1.0
2018-09-17,Financials,0.9666666666666667
2018-09-18,Financials,0.9333333333333333
2018-09-19,Financials,0.9333333333333333
2018-09-20,Financials,0.9333333333333333
2018-09-21,Financials,0.9333333333333333
2018-09-24,Financials,0.9333333333333333
2018-09-25,Financials,0.9333333333333333
2018-09-26,Financials,0.9
2018-09-27,Financials,0.8666666666666667
2018-09-28,Financials,0.8333333333333334
2018-10-01,Financials,0.8
2018-10-02,Financials,0.7666666666666667
2018-10-03,Financials,0.7333333333333333
2018-10-04,Financials,0.7
2018-10-05,Financials,0.6666666666666666
2018-10-08,Financials,0.6333333333333333
2018-10-09,Financials,0.6
2018-10-10,Financials,0.5666666666666667
2018-10-11,Financials,0.5333333333333333
2018-10-12,Financials,0.5
2018-10-15,Financials,0.4666666666666667
2018-10-16,Financials,0.43333333333333335
2018-10-17,Financials,0.4
2018-10-18,Financials,0.36666666666666664
2018-10-19,Financials,0.3333333333333333
2018-10-22,Financials,0.3
2018-10-23,Financials,0.26666666666666666
2018-10-24,Financials,0.23333333333333334
2018-10-25,Financials,0.2
2018-10-26,Financials,0.16666666666666666
2018-10-29,Financials,0.16666666666666666
2018-10-30,Financials,0.16666666666666666
2018-10-31,Financials,0.13333333333333333
2018-11-01,Financials,0.1
2018-11-02,Financials,0.06666666666666667
2018-11-05,Financials,0.03333333333333333
2018-11-06,Financials,0.0
2018-11-07,Financials,0.0
2018-11-08,Financials,0.0
2018-11-09,Financials,0.0
2018-11-12,Financials,0.0
2018-11-13,Financials,0.0
2018-11-14,Financials,0.0
2018-11-15,Financials,0.0
2018-11-16,Financials,0.0
2018-11-19,Financials,0.0
2018-11-20,Financials,0.0
2018-11-21,Financials,0.0
2018-11-23,Financials,0.0
2018-11-26,Financials,0.0
2018-11-27,Financials,0.0
2018-11-28,Financials,0.0
2018-11-29,Financials,0.0
2018-11-30,Financials,0.0
2018-12-03,Financials,0.0
2018-12-04,Financials,0.0
2018-12-06,Financials,0.0
2018-12-07,Financials,0.0
2018-12-10,Financials,0.0
2018-12-11,Financials,0.0
2018-12-12,Financials,0.0
2018-12-13,Financials,0.0
2018-12-14,Financials,0.0
2018-12-17,Financials,0.0
2018-12-18,Financials,0.0
2018-12-19,Financials,0.0
2018-12-20,Financials,0.0
2018-12-21,Financials,0.0
2018-12-24,Financials,0.0
2018-12-26,Financials,0.0
2018-12-27,Financials,0.0
2018-12-28,Financials,0.0
2018-12-31,Financials,0.0
2019-01-02,Financials,0.0
2019-01-03,Financials,0.0
2019-01-04,Financials,0.0
2019-01-07,Financials,0.0
2019-01-08,Financials,0.0
2019-01-09,Financials,0.0
2019-01-10,Financials,0.0
2019-01-11,Financials,0.0
2019-01-14,Financials,0.0
2019-01-15,Financials,0.0
2019-01-16,Financials,0.0
2019-01-17,Financials,0.0
2019-01-18,Financials,0.0
2019-01-22,Financials,0.0
2019-01-23,Financials,0.0
2019-01-24,Financials,0.0
2019-01-25,Financials,0.0
2019-01-28,Financials,0.0
2019-01-29,Financials,0.0
2019-01-30,Financials,0.0
2019-01-31,Financials,0.0
2019-02-01,Financials,0.0
2019-02-04,Financials,0.0
2019-02-05,Financials,0.0
2019-02-06,Financials,0.0
2019-02-07,Financials,0.0
2019-02-08,Financials,0.0
2019-02-11,Financials,0.0
2019-02-12,Financials,0.0
2019-02-13,Financials,0.0
2019-02-14,Financials,0.0
2019-02-15,Financials,0.0
2019-02-19,Financials,0.0
2019-02-20,Financials,0.0
2019-02-21,Financials,0.0
2019-02-22,Financials,0.0
2019-02-25,Financials,0.0
2019-02-26,Financials,0.0
2019-02-27,Financials,0.0
2019-02-28,Financials,0.0
2019-03-01,Financials,0.0
2019-03-04,Financials,0.0
2019-03-05,Financials,0.0
2019-03-06,Financials,0.0
2019-03-07,Financials,0.0
2019-03-08,Financials,0.0
2019-03-11,Financials,0.0
2019-03-12,Financials,0.0
2019-03-13,Financials,0.0
2019-03-14,Financials,0.0
2019-03-15,Financials,0.0
2019-03-18,Financials,0.0
2019-03-19,Financials,0.03333333333333333
2019-03-20,Financials,0.06666666666666667
2019-03-21,Financials,0.1
2019-03-22,Financials,0.1
2019-03-25,Financials,0.1
2019-03-26,Financials,0.1
2019-03-27,Financials,0.1
2019-03-28,Financials,0.1
2019-03-29,Financials,0.1
2019-04-01,Financials,0.1
2019-04-02,Financials,0.1
2019-04-03,Financials,0.1
2019-04-04,Financials,0.1
2019-04-05,Financials,0.1
2019-04-08,Financials,0.1
2019-04-09,Financials,0.13333333333333333
2019-04-10,Financials,0.16666666666666666
2019-04-11,Financials,0.2
2019-04-12,Financials,0.23333333333333334
2019-04-15,Financials,0.26666666666666666
2019-04-16,Financials,0.3
2019-04-17,Financials,0.3333333333333333
2019-04-18,Financials,0.36666666666666664
2019-04-22,Financials,0.4
2019-04-23,Financials,0.43333333333333335
2019-04-24,Financials,0.4666666666666667
2019-04-25,Financials,0.5
2019-04-26,Financials,0.5333333333333333
2019-04-29,Financials,0.5666666666666667
2019-04-30,Financials,0.6
2019-05-01,Financials,0.6
2019-05-02,Financials,0.6
2019-05-03,Financials,0.6
2019-05-06,Financials,0.6333333333333333
2019-05-07,Financials,0.6666666666666666
2019-05-08,Financials,0.7
2019-05-09,Financials,0.7333333333333333
2019-05-10,Financials,0.7666666666666667
2019-05-13,Financials,0.8
2019-05-14,Financials,0.8333333333333334
2019-05-15,Financials,0.8666666666666667
2019-05-16,Financials,0.8666666666666667
2019-05-17,Financials,0.8666666666666667
2019-05-20,Financials,0.8666666666666667
2019-05-21,Financials,0.8666666666666667
2019-05-22,Financials,0.8333333333333334
2019-05-23,Financials,0.8
2019-05-24,Financials,0.7666666666666667
2019-05-28,Financials,0.7333333333333333
