,buys,sells,winners,losers
555,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'placeholder_1')",23134,36515
556,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_3d')",989,2358
557,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')",23,108
558,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')",19417,33102
559,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')",21547,36532
560,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')",24101,39803
561,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')",21547,36532
562,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')",26713,39674
563,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')",23043,9500
564,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",2363,855
565,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",48645,23386
566,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",20997,10843
567,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",34067,16260
568,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",20997,10843
569,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",47158,25331
570,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')",2363,855
571,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')",23043,9500
572,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')",2363,855
573,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'placeholder_1', 'placeholder_2')",48645,23386
574,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')",29913,42616
575,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('lower_lows_4d', 'placeholder_1', 'placeholder_2')",29913,42616
576,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'higher_highs_4d')",9139,15882
577,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_3d')",1127,2331
578,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_4d')",463,995
579,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'placeholder_1')",10935,17415
580,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_3d')",467,1173
581,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')",13,59
582,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')",9139,15882
583,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')",9854,17658
584,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')",11075,19230
585,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')",9854,17658
586,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')",12526,18985
587,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')",10575,4481
588,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",1101,384
589,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",22802,11254
590,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",9734,5084
591,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",15789,7691
592,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",9734,5084
593,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",22214,12060
594,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')",1101,384
595,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')",10575,4481
596,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')",1101,384
597,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'placeholder_1', 'placeholder_2')",22802,11254
598,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')",14055,20225
599,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('lower_lows_3d', 'placeholder_1', 'placeholder_2')",14383,20028
