,buys,sells,winners,losers
28,"('eps_growing',)","('rsi_bins_cross_down_35_avg_minus_std2',)",8081,9782
29,"('eps_growing',)","('rsi_bins_cross_up_70_avg',)",12296,7037
30,"('eps_growing',)","('rsi_bins_cross_down_70_avg',)",8966,10431
31,"('eps_growing',)","('rsi_bins_cross_up_70_avg_plus_std1',)",13696,5363
32,"('eps_growing',)","('rsi_bins_cross_down_70_avg_plus_std1',)",11553,7615
33,"('eps_growing',)","('rsi_bins_cross_up_70_avg_minus_std1',)",9915,9234
34,"('eps_growing',)","('rsi_bins_cross_down_70_avg_minus_std1',)",7347,11655
35,"('eps_growing',)","('rsi_bins_cross_up_70_avg_plus_std2',)",11838,5985
36,"('eps_growing',)","('rsi_bins_cross_down_70_avg_plus_std2',)",10118,6634
37,"('eps_growing',)","('rsi_bins_cross_up_70_avg_minus_std2',)",8658,8410
38,"('eps_growing',)","('rsi_bins_cross_down_70_avg_minus_std2',)",8080,9306
39,"('eps_growing',)","('rsi_bins_cross_up_105_avg',)",12205,6975
40,"('eps_growing',)","('rsi_bins_cross_down_105_avg',)",9088,10205
41,"('eps_growing',)","('rsi_bins_cross_up_105_avg_plus_std1',)",13914,5260
42,"('eps_growing',)","('rsi_bins_cross_down_105_avg_plus_std1',)",11918,7418
43,"('eps_growing',)","('rsi_bins_cross_up_105_avg_minus_std1',)",8937,9324
44,"('eps_growing',)","('rsi_bins_cross_down_105_avg_minus_std1',)",6932,11252
45,"('eps_growing',)","('rsi_bins_cross_up_105_avg_plus_std2',)",11664,5410
46,"('eps_growing',)","('rsi_bins_cross_down_105_avg_plus_std2',)",10501,5933
47,"('eps_growing',)","('rsi_bins_cross_up_105_avg_minus_std2',)",7561,9463
48,"('eps_growing',)","('rsi_bins_cross_down_105_avg_minus_std2',)",7367,9720
49,"('eps_growing',)","('rsi_bins_cross_up_140_avg',)",12242,6927
50,"('eps_growing',)","('rsi_bins_cross_down_140_avg',)",9075,10148
51,"('eps_growing',)","('rsi_bins_cross_up_140_avg_plus_std1',)",14151,4810
52,"('eps_growing',)","('rsi_bins_cross_down_140_avg_plus_std1',)",11950,7067
53,"('eps_growing',)","('rsi_bins_cross_up_140_avg_minus_std1',)",8358,9713
54,"('eps_growing',)","('rsi_bins_cross_down_140_avg_minus_std1',)",6357,11518
55,"('eps_growing',)","('rsi_bins_cross_up_140_avg_plus_std2',)",11376,4298
56,"('eps_growing',)","('rsi_bins_cross_down_140_avg_plus_std2',)",10525,4732
57,"('eps_growing',)","('rsi_bins_cross_up_140_avg_minus_std2',)",7080,9606
58,"('eps_growing',)","('rsi_bins_cross_down_140_avg_minus_std2',)",6651,10128
59,"('eps_growing',)","('rsi_bins_cross_up_175_avg',)",12440,6744
60,"('eps_growing',)","('rsi_bins_cross_down_175_avg',)",9060,10180
61,"('eps_growing',)","('rsi_bins_cross_up_175_avg_plus_std1',)",14277,4617
62,"('eps_growing',)","('rsi_bins_cross_down_175_avg_plus_std1',)",12403,6644
63,"('eps_growing',)","('rsi_bins_cross_up_175_avg_minus_std1',)",8567,9603
64,"('eps_growing',)","('rsi_bins_cross_down_175_avg_minus_std1',)",6328,11688
65,"('eps_growing',)","('rsi_bins_cross_up_175_avg_plus_std2',)",10939,3936
66,"('eps_growing',)","('rsi_bins_cross_down_175_avg_plus_std2',)",10292,4512
67,"('eps_growing',)","('rsi_bins_cross_up_175_avg_minus_std2',)",7277,9556
68,"('eps_growing',)","('rsi_bins_cross_down_175_avg_minus_std2',)",6761,9997
69,"('eps_growing',)","('rsi_bins_cross_up_210_avg',)",12510,6721
70,"('eps_growing',)","('rsi_bins_cross_down_210_avg',)",9083,10200
71,"('eps_growing',)","('rsi_bins_cross_up_210_avg_plus_std1',)",14288,4648
72,"('eps_growing',)","('rsi_bins_cross_down_210_avg_plus_std1',)",12190,6847
73,"('eps_growing',)","('rsi_bins_cross_up_210_avg_minus_std1',)",8604,9735
74,"('eps_growing',)","('rsi_bins_cross_down_210_avg_minus_std1',)",6384,11851
75,"('eps_growing',)","('rsi_bins_cross_up_210_avg_plus_std2',)",10528,4191
76,"('eps_growing',)","('rsi_bins_cross_down_210_avg_plus_std2',)",9725,3989
77,"('eps_growing',)","('rsi_bins_cross_up_210_avg_minus_std2',)",6896,10045
78,"('eps_growing',)","('rsi_bins_cross_down_210_avg_minus_std2',)",6590,10207
79,"('eps_growing',)","('rsi_bullish_divergence_10d',)",3097,13237
80,"('eps_growing',)","('rsi_bearish_divergence_10d',)",5976,4164
81,"('eps_growing',)","('rsi_bullish_divergence_15d',)",4205,13302
82,"('eps_growing',)","('rsi_bearish_divergence_15d',)",8937,6982
83,"('eps_growing',)","('rsi_bullish_divergence_20d',)",5067,12535
84,"('eps_growing',)","('rsi_bearish_divergence_20d',)",10519,6465
85,"('eps_growing',)","('rsi_bullish_divergence_30d',)",5881,11895
86,"('eps_growing',)","('rsi_bearish_divergence_30d',)",12070,5593
87,"('eps_growing',)","('bb_bbl_cross_up',)",6021,10842
88,"('eps_growing',)","('bb_bbl_cross_down',)",5251,12082
89,"('eps_growing',)","('bb_bbm_cross_up',)",11378,7411
90,"('eps_growing',)","('bb_bbm_cross_down',)",8494,10065
91,"('eps_growing',)","('bb_bbh_cross_up',)",14807,2665
92,"('eps_growing',)","('bb_bbh_cross_down',)",12627,4057
93,"('eps_growing',)","('bb_buy_zone_4d',)",13804,5241
94,"('eps_growing',)","('bb_buy_zone_3d',)",13720,5435
95,"('eps_growing',)","('bb_buy_zone_6d',)",13783,5072
96,"('eps_growing',)","('bb_end_buy_zone',)",11011,7951
97,"('eps_growing',)","('sma_10_20_cross',)",11377,7403
98,"('eps_growing',)","('sma_10_50_cross',)",11423,7117
99,"('eps_growing',)","('sma_10_100_cross',)",10750,7008
100,"('eps_growing',)","('sma_10_200_cross',)",11033,5915
101,"('eps_growing',)","('sma_20_50_cross',)",11388,6973
102,"('eps_growing',)","('sma_20_100_cross',)",11062,6327
103,"('eps_growing',)","('sma_20_200_cross',)",11103,5190
104,"('eps_growing',)","('sma_50_100_cross',)",11530,5267
105,"('eps_growing',)","('sma_50_200_cross',)",10234,4567
106,"('eps_growing',)","('sma_100_200_cross',)",8786,3080
107,"('eps_growing',)","('price_above_sma_10',)",12314,7321
108,"('eps_growing',)","('sma_10_zscore_cross_2std',)",7210,10531
109,"('eps_growing',)","('sma_10_zscore_cross_3std',)",464,470
110,"('eps_growing',)","('price_above_sma_20',)",12309,7294
111,"('eps_growing',)","('sma_20_zscore_cross_2std',)",7496,10176
112,"('eps_growing',)","('sma_20_zscore_cross_3std',)",3328,6357
113,"('eps_growing',)","('price_above_sma_50',)",12495,7126
114,"('eps_growing',)","('sma_50_zscore_cross_2std',)",6147,11261
115,"('eps_growing',)","('sma_50_zscore_cross_3std',)",3230,12621
116,"('eps_growing',)","('price_above_sma_100',)",12548,6934
117,"('eps_growing',)","('sma_100_zscore_cross_2std',)",4672,12676
118,"('eps_growing',)","('sma_100_zscore_cross_3std',)",3118,12759
119,"('eps_growing',)","('price_above_sma_200',)",12179,6862
120,"('eps_growing',)","('sma_200_zscore_cross_2std',)",4003,12849
121,"('eps_growing',)","('sma_200_zscore_cross_3std',)",1868,12196
122,"('eps_growing',)","('macd_bullish_divergence_10d',)",11728,7299
123,"('eps_growing',)","('macd_bearish_divergence_10d',)",6986,11544
124,"('eps_growing',)","('macd_bullish_divergence_15d',)",11917,7081
125,"('eps_growing',)","('macd_bearish_divergence_15d',)",6577,12032
126,"('eps_growing',)","('macd_bullish_divergence_20d',)",12538,6534
127,"('eps_growing',)","('macd_bearish_divergence_20d',)",6245,11621
128,"('eps_growing',)","('macd_bullish_divergence_30d',)",12452,6630
129,"('eps_growing',)","('macd_bearish_divergence_30d',)",5614,11432
130,"('eps_growing',)","('higher_highs_3d',)",12431,7163
131,"('eps_growing',)","('higher_highs_3d_end',)",9427,10219
132,"('eps_growing',)","('higher_highs_4d',)",12932,6528
133,"('eps_growing',)","('higher_highs_4d_end',)",10532,9032
134,"('eps_growing',)","('lower_lows_3d',)",8224,11408
135,"('eps_growing',)","('lower_lows_3d_end',)",11032,8627
136,"('eps_growing',)","('lower_lows_4d',)",8089,11374
137,"('eps_growing',)","('lower_lows_4d_end',)",10052,9572
138,"('eps_falling',)","('eps_growing',)",320,74
139,"('eps_falling',)","('good_fundamentals',)",1781,1236
140,"('eps_falling',)","('market_cap_filter',)",3250,2856
141,"('eps_falling',)","('rsi_bins_20_cross_up',)",256,2029
142,"('eps_falling',)","('rsi_bins_20_cross_down',)",221,2047
143,"('eps_falling',)","('rsi_bins_30_cross_up',)",1280,2802
144,"('eps_falling',)","('rsi_bins_30_cross_down',)",1050,3102
145,"('eps_falling',)","('rsi_bins_40_cross_up',)",2123,3213
146,"('eps_falling',)","('rsi_bins_40_cross_down',)",1647,3664
147,"('eps_falling',)","('rsi_bins_50_cross_up',)",3532,2176
148,"('eps_falling',)","('rsi_bins_50_cross_down',)",2405,3306
149,"('eps_falling',)","('rsi_bins_60_cross_up',)",4211,1459
150,"('eps_falling',)","('rsi_bins_60_cross_down',)",3315,2419
151,"('eps_falling',)","('rsi_bins_70_cross_up',)",3986,921
152,"('eps_falling',)","('rsi_bins_70_cross_down',)",3647,1274
153,"('eps_falling',)","('rsi_bins_80_cross_up',)",1772,500
154,"('eps_falling',)","('rsi_bins_80_cross_down',)",1748,573
155,"('eps_falling',)","('rsi_bins_90_cross_up',)",70,0
156,"('eps_falling',)","('rsi_bins_90_cross_down',)",70,0
157,"('eps_falling',)","('rsi_bins_cross_up_35_avg',)",3814,2121
158,"('eps_falling',)","('rsi_bins_cross_down_35_avg',)",2710,3236
159,"('eps_falling',)","('rsi_bins_cross_up_35_avg_plus_std1',)",3914,1861
160,"('eps_falling',)","('rsi_bins_cross_down_35_avg_plus_std1',)",3148,2753
161,"('eps_falling',)","('rsi_bins_cross_up_35_avg_minus_std1',)",3267,2607
162,"('eps_falling',)","('rsi_bins_cross_down_35_avg_minus_std1',)",2243,3611
163,"('eps_falling',)","('rsi_bins_cross_up_35_avg_plus_std2',)",3689,1763
164,"('eps_falling',)","('rsi_bins_cross_down_35_avg_plus_std2',)",3222,1920
165,"('eps_falling',)","('rsi_bins_cross_up_35_avg_minus_std2',)",2593,2416
166,"('eps_falling',)","('rsi_bins_cross_down_35_avg_minus_std2',)",2345,3022
167,"('eps_falling',)","('rsi_bins_cross_up_70_avg',)",3912,1975
168,"('eps_falling',)","('rsi_bins_cross_down_70_avg',)",2747,3223
169,"('eps_falling',)","('rsi_bins_cross_up_70_avg_plus_std1',)",3974,1695
170,"('eps_falling',)","('rsi_bins_cross_down_70_avg_plus_std1',)",3424,2278
171,"('eps_falling',)","('rsi_bins_cross_up_70_avg_minus_std1',)",3220,2627
172,"('eps_falling',)","('rsi_bins_cross_down_70_avg_minus_std1',)",2318,3403
173,"('eps_falling',)","('rsi_bins_cross_up_70_avg_plus_std2',)",3049,1592
174,"('eps_falling',)","('rsi_bins_cross_down_70_avg_plus_std2',)",2699,1897
175,"('eps_falling',)","('rsi_bins_cross_up_70_avg_minus_std2',)",2120,2584
176,"('eps_falling',)","('rsi_bins_cross_down_70_avg_minus_std2',)",2029,3041
177,"('eps_falling',)","('rsi_bins_cross_up_105_avg',)",3748,2121
178,"('eps_falling',)","('rsi_bins_cross_down_105_avg',)",2646,3270
179,"('eps_falling',)","('rsi_bins_cross_up_105_avg_plus_std1',)",4227,1467
180,"('eps_falling',)","('rsi_bins_cross_down_105_avg_plus_std1',)",3598,2170
181,"('eps_falling',)","('rsi_bins_cross_up_105_avg_minus_std1',)",2578,2667
182,"('eps_falling',)","('rsi_bins_cross_down_105_avg_minus_std1',)",1824,3424
183,"('eps_falling',)","('rsi_bins_cross_up_105_avg_plus_std2',)",2938,1355
184,"('eps_falling',)","('rsi_bins_cross_down_105_avg_plus_std2',)",2526,1569
185,"('eps_falling',)","('rsi_bins_cross_up_105_avg_minus_std2',)",1630,2883
186,"('eps_falling',)","('rsi_bins_cross_down_105_avg_minus_std2',)",1791,2887
187,"('eps_falling',)","('rsi_bins_cross_up_140_avg',)",3819,2016
188,"('eps_falling',)","('rsi_bins_cross_down_140_avg',)",2656,3197
189,"('eps_falling',)","('rsi_bins_cross_up_140_avg_plus_std1',)",4269,1340
190,"('eps_falling',)","('rsi_bins_cross_down_140_avg_plus_std1',)",3607,2044
191,"('eps_falling',)","('rsi_bins_cross_up_140_avg_minus_std1',)",2318,2754
192,"('eps_falling',)","('rsi_bins_cross_down_140_avg_minus_std1',)",1573,3456
193,"('eps_falling',)","('rsi_bins_cross_up_140_avg_plus_std2',)",2475,1306
194,"('eps_falling',)","('rsi_bins_cross_down_140_avg_plus_std2',)",2269,1517
195,"('eps_falling',)","('rsi_bins_cross_up_140_avg_minus_std2',)",1593,2800
196,"('eps_falling',)","('rsi_bins_cross_down_140_avg_minus_std2',)",1712,2735
197,"('eps_falling',)","('rsi_bins_cross_up_175_avg',)",3827,2042
198,"('eps_falling',)","('rsi_bins_cross_down_175_avg',)",2658,3192
199,"('eps_falling',)","('rsi_bins_cross_up_175_avg_plus_std1',)",4117,1310
200,"('eps_falling',)","('rsi_bins_cross_down_175_avg_plus_std1',)",3451,1997
201,"('eps_falling',)","('rsi_bins_cross_up_175_avg_minus_std1',)",2507,2783
202,"('eps_falling',)","('rsi_bins_cross_down_175_avg_minus_std1',)",1894,3451
203,"('eps_falling',)","('rsi_bins_cross_up_175_avg_plus_std2',)",2797,1062
204,"('eps_falling',)","('rsi_bins_cross_down_175_avg_plus_std2',)",2409,1382
205,"('eps_falling',)","('rsi_bins_cross_up_175_avg_minus_std2',)",1565,2266
206,"('eps_falling',)","('rsi_bins_cross_down_175_avg_minus_std2',)",1639,2346
207,"('eps_falling',)","('rsi_bins_cross_up_210_avg',)",3854,2020
208,"('eps_falling',)","('rsi_bins_cross_down_210_avg',)",2671,3240
209,"('eps_falling',)","('rsi_bins_cross_up_210_avg_plus_std1',)",4073,1300
210,"('eps_falling',)","('rsi_bins_cross_down_210_avg_plus_std1',)",3443,1999
211,"('eps_falling',)","('rsi_bins_cross_up_210_avg_minus_std1',)",2421,2968
212,"('eps_falling',)","('rsi_bins_cross_down_210_avg_minus_std1',)",1735,3598
213,"('eps_falling',)","('rsi_bins_cross_up_210_avg_plus_std2',)",2982,1008
214,"('eps_falling',)","('rsi_bins_cross_down_210_avg_plus_std2',)",2639,1212
215,"('eps_falling',)","('rsi_bins_cross_up_210_avg_minus_std2',)",1692,1909
216,"('eps_falling',)","('rsi_bins_cross_down_210_avg_minus_std2',)",1549,2275
217,"('eps_falling',)","('rsi_bullish_divergence_10d',)",931,3405
218,"('eps_falling',)","('rsi_bearish_divergence_10d',)",2008,1230
219,"('eps_falling',)","('rsi_bullish_divergence_15d',)",980,3710
220,"('eps_falling',)","('rsi_bearish_divergence_15d',)",3037,1453
221,"('eps_falling',)","('rsi_bullish_divergence_20d',)",987,3653
222,"('eps_falling',)","('rsi_bearish_divergence_20d',)",3420,1434
223,"('eps_falling',)","('rsi_bullish_divergence_30d',)",1682,3074
224,"('eps_falling',)","('rsi_bearish_divergence_30d',)",3589,1748
225,"('eps_falling',)","('bb_bbl_cross_up',)",1195,3338
226,"('eps_falling',)","('bb_bbl_cross_down',)",1041,3609
227,"('eps_falling',)","('bb_bbm_cross_up',)",3167,2350
228,"('eps_falling',)","('bb_bbm_cross_down',)",2233,3288
229,"('eps_falling',)","('bb_bbh_cross_up',)",3970,789
230,"('eps_falling',)","('bb_bbh_cross_down',)",3486,1185
231,"('eps_falling',)","('bb_buy_zone_4d',)",3908,1537
232,"('eps_falling',)","('bb_buy_zone_3d',)",3989,1624
233,"('eps_falling',)","('bb_buy_zone_6d',)",3869,1523
234,"('eps_falling',)","('bb_end_buy_zone',)",3226,2355
235,"('eps_falling',)","('sma_10_20_cross',)",3235,2236
236,"('eps_falling',)","('sma_10_50_cross',)",3238,2071
237,"('eps_falling',)","('sma_10_100_cross',)",3097,1936
238,"('eps_falling',)","('sma_10_200_cross',)",2790,1866
239,"('eps_falling',)","('sma_20_50_cross',)",3264,1825
240,"('eps_falling',)","('sma_20_100_cross',)",3022,1805
241,"('eps_falling',)","('sma_20_200_cross',)",3051,1651
242,"('eps_falling',)","('sma_50_100_cross',)",2834,1706
243,"('eps_falling',)","('sma_50_200_cross',)",3014,1170
244,"('eps_falling',)","('sma_100_200_cross',)",2466,802
245,"('eps_falling',)","('price_above_sma_10',)",3783,2257
246,"('eps_falling',)","('sma_10_zscore_cross_2std',)",1524,3182
247,"('eps_falling',)","('sma_10_zscore_cross_3std',)",0,18
248,"('eps_falling',)","('price_above_sma_20',)",3745,2284
249,"('eps_falling',)","('sma_20_zscore_cross_2std',)",1915,2798
250,"('eps_falling',)","('sma_20_zscore_cross_3std',)",797,1593
251,"('eps_falling',)","('price_above_sma_50',)",3725,2293
252,"('eps_falling',)","('sma_50_zscore_cross_2std',)",1377,3378
253,"('eps_falling',)","('sma_50_zscore_cross_3std',)",596,2616
254,"('eps_falling',)","('price_above_sma_100',)",3718,2192
255,"('eps_falling',)","('sma_100_zscore_cross_2std',)",689,3677
256,"('eps_falling',)","('sma_100_zscore_cross_3std',)",352,2753
257,"('eps_falling',)","('price_above_sma_200',)",3626,2124
258,"('eps_falling',)","('sma_200_zscore_cross_2std',)",660,3442
259,"('eps_falling',)","('sma_200_zscore_cross_3std',)",428,2302
260,"('eps_falling',)","('macd_bullish_divergence_10d',)",3415,2169
261,"('eps_falling',)","('macd_bearish_divergence_10d',)",2012,3296
262,"('eps_falling',)","('macd_bullish_divergence_15d',)",3532,2206
263,"('eps_falling',)","('macd_bearish_divergence_15d',)",1995,3127
264,"('eps_falling',)","('macd_bullish_divergence_20d',)",3692,2029
265,"('eps_falling',)","('macd_bearish_divergence_20d',)",1605,2983
266,"('eps_falling',)","('macd_bullish_divergence_30d',)",3796,1873
267,"('eps_falling',)","('macd_bearish_divergence_30d',)",916,3327
268,"('eps_falling',)","('higher_highs_3d',)",3840,2212
269,"('eps_falling',)","('higher_highs_3d_end',)",2881,3190
270,"('eps_falling',)","('higher_highs_4d',)",3855,2051
271,"('eps_falling',)","('higher_highs_4d_end',)",3235,2810
272,"('eps_falling',)","('lower_lows_3d',)",2481,3537
273,"('eps_falling',)","('lower_lows_3d_end',)",3369,2706
274,"('eps_falling',)","('lower_lows_4d',)",2434,3513
275,"('eps_falling',)","('lower_lows_4d_end',)",3102,2935
276,"('good_fundamentals',)","('eps_growing',)",24497,13547
277,"('good_fundamentals',)","('eps_falling',)",7566,5416
278,"('good_fundamentals',)","('market_cap_filter',)",80209,62567
279,"('good_fundamentals',)","('rsi_bins_20_cross_up',)",20174,52180
280,"('good_fundamentals',)","('rsi_bins_20_cross_down',)",19612,53210
281,"('good_fundamentals',)","('rsi_bins_30_cross_up',)",55038,71356
282,"('good_fundamentals',)","('rsi_bins_30_cross_down',)",50519,75534
283,"('good_fundamentals',)","('rsi_bins_40_cross_up',)",64205,71858
284,"('good_fundamentals',)","('rsi_bins_40_cross_down',)",50020,85768
285,"('good_fundamentals',)","('rsi_bins_50_cross_up',)",85403,54918
286,"('good_fundamentals',)","('rsi_bins_50_cross_down',)",61890,78783
287,"('good_fundamentals',)","('rsi_bins_60_cross_up',)",109157,31500
288,"('good_fundamentals',)","('rsi_bins_60_cross_down',)",85885,55075
289,"('good_fundamentals',)","('rsi_bins_70_cross_up',)",110303,25158
290,"('good_fundamentals',)","('rsi_bins_70_cross_down',)",101962,33842
291,"('good_fundamentals',)","('rsi_bins_80_cross_up',)",71590,8891
292,"('good_fundamentals',)","('rsi_bins_80_cross_down',)",70272,10409
293,"('good_fundamentals',)","('rsi_bins_90_cross_up',)",4174,635
294,"('good_fundamentals',)","('rsi_bins_90_cross_down',)",4184,655
295,"('good_fundamentals',)","('rsi_bins_cross_up_35_avg',)",94883,46640
296,"('good_fundamentals',)","('rsi_bins_cross_down_35_avg',)",66790,75042
297,"('good_fundamentals',)","('rsi_bins_cross_up_35_avg_plus_std1',)",104202,36563
298,"('good_fundamentals',)","('rsi_bins_cross_down_35_avg_plus_std1',)",81744,59449
299,"('good_fundamentals',)","('rsi_bins_cross_up_35_avg_minus_std1',)",78907,62395
300,"('good_fundamentals',)","('rsi_bins_cross_down_35_avg_minus_std1',)",57308,84100
301,"('good_fundamentals',)","('rsi_bins_cross_up_35_avg_plus_std2',)",98109,39995
302,"('good_fundamentals',)","('rsi_bins_cross_down_35_avg_plus_std2',)",86059,47239
303,"('good_fundamentals',)","('rsi_bins_cross_up_35_avg_minus_std2',)",74749,58052
304,"('good_fundamentals',)","('rsi_bins_cross_down_35_avg_minus_std2',)",61657,74335
305,"('good_fundamentals',)","('rsi_bins_cross_up_70_avg',)",95510,45736
306,"('good_fundamentals',)","('rsi_bins_cross_down_70_avg',)",68609,72971
307,"('good_fundamentals',)","('rsi_bins_cross_up_70_avg_plus_std1',)",104828,35288
308,"('good_fundamentals',)","('rsi_bins_cross_down_70_avg_plus_std1',)",86910,53599
309,"('good_fundamentals',)","('rsi_bins_cross_up_70_avg_minus_std1',)",77054,63090
310,"('good_fundamentals',)","('rsi_bins_cross_down_70_avg_minus_std1',)",57281,82603
311,"('good_fundamentals',)","('rsi_bins_cross_up_70_avg_plus_std2',)",96142,38045
312,"('good_fundamentals',)","('rsi_bins_cross_down_70_avg_plus_std2',)",88961,42003
313,"('good_fundamentals',)","('rsi_bins_cross_up_70_avg_minus_std2',)",70392,61854
314,"('good_fundamentals',)","('rsi_bins_cross_down_70_avg_minus_std2',)",61458,71933
315,"('good_fundamentals',)","('rsi_bins_cross_up_105_avg',)",94430,46435
316,"('good_fundamentals',)","('rsi_bins_cross_down_105_avg',)",68021,73158
317,"('good_fundamentals',)","('rsi_bins_cross_up_105_avg_plus_std1',)",106631,33747
318,"('good_fundamentals',)","('rsi_bins_cross_down_105_avg_plus_std1',)",89434,51453
319,"('good_fundamentals',)","('rsi_bins_cross_up_105_avg_minus_std1',)",72999,63211
320,"('good_fundamentals',)","('rsi_bins_cross_down_105_avg_minus_std1',)",54764,82118
321,"('good_fundamentals',)","('rsi_bins_cross_up_105_avg_plus_std2',)",95247,35316
322,"('good_fundamentals',)","('rsi_bins_cross_down_105_avg_plus_std2',)",88993,39132
323,"('good_fundamentals',)","('rsi_bins_cross_up_105_avg_minus_std2',)",66352,62845
324,"('good_fundamentals',)","('rsi_bins_cross_down_105_avg_minus_std2',)",60492,69858
325,"('good_fundamentals',)","('rsi_bins_cross_up_140_avg',)",95181,45563
326,"('good_fundamentals',)","('rsi_bins_cross_down_140_avg',)",70017,70993
327,"('good_fundamentals',)","('rsi_bins_cross_up_140_avg_plus_std1',)",107182,32747
328,"('good_fundamentals',)","('rsi_bins_cross_down_140_avg_plus_std1',)",91810,48564
329,"('good_fundamentals',)","('rsi_bins_cross_up_140_avg_minus_std1',)",72065,63515
330,"('good_fundamentals',)","('rsi_bins_cross_down_140_avg_minus_std1',)",55196,80425
331,"('good_fundamentals',)","('rsi_bins_cross_up_140_avg_plus_std2',)",93504,31140
332,"('good_fundamentals',)","('rsi_bins_cross_down_140_avg_plus_std2',)",88434,35402
333,"('good_fundamentals',)","('rsi_bins_cross_up_140_avg_minus_std2',)",63975,63153
334,"('good_fundamentals',)","('rsi_bins_cross_down_140_avg_minus_std2',)",58477,69346
335,"('good_fundamentals',)","('rsi_bins_cross_up_175_avg',)",94481,46398
336,"('good_fundamentals',)","('rsi_bins_cross_down_175_avg',)",69795,71224
337,"('good_fundamentals',)","('rsi_bins_cross_up_175_avg_plus_std1',)",107653,31696
338,"('good_fundamentals',)","('rsi_bins_cross_down_175_avg_plus_std1',)",92892,46855
339,"('good_fundamentals',)","('rsi_bins_cross_up_175_avg_minus_std1',)",71972,64344
340,"('good_fundamentals',)","('rsi_bins_cross_down_175_avg_minus_std1',)",55257,81103
341,"('good_fundamentals',)","('rsi_bins_cross_up_175_avg_plus_std2',)",94477,29446
342,"('good_fundamentals',)","('rsi_bins_cross_down_175_avg_plus_std2',)",89375,32717
343,"('good_fundamentals',)","('rsi_bins_cross_up_175_avg_minus_std2',)",63155,63956
344,"('good_fundamentals',)","('rsi_bins_cross_down_175_avg_minus_std2',)",58587,68838
345,"('good_fundamentals',)","('rsi_bins_cross_up_210_avg',)",93144,47754
346,"('good_fundamentals',)","('rsi_bins_cross_down_210_avg',)",69004,72085
347,"('good_fundamentals',)","('rsi_bins_cross_up_210_avg_plus_std1',)",107769,31778
348,"('good_fundamentals',)","('rsi_bins_cross_down_210_avg_plus_std1',)",92792,46963
349,"('good_fundamentals',)","('rsi_bins_cross_up_210_avg_minus_std1',)",70628,65982
350,"('good_fundamentals',)","('rsi_bins_cross_down_210_avg_minus_std1',)",55524,81053
351,"('good_fundamentals',)","('rsi_bins_cross_up_210_avg_plus_std2',)",92365,29395
352,"('good_fundamentals',)","('rsi_bins_cross_down_210_avg_plus_std2',)",89203,30699
353,"('good_fundamentals',)","('rsi_bins_cross_up_210_avg_minus_std2',)",63653,63990
354,"('good_fundamentals',)","('rsi_bins_cross_down_210_avg_minus_std2',)",60313,67272
355,"('good_fundamentals',)","('rsi_bullish_divergence_10d',)",45844,76324
356,"('good_fundamentals',)","('rsi_bearish_divergence_10d',)",51707,22263
357,"('good_fundamentals',)","('rsi_bullish_divergence_15d',)",47387,80430
358,"('good_fundamentals',)","('rsi_bearish_divergence_15d',)",79812,33601
359,"('good_fundamentals',)","('rsi_bullish_divergence_20d',)",52347,76191
360,"('good_fundamentals',)","('rsi_bearish_divergence_20d',)",90386,35772
361,"('good_fundamentals',)","('rsi_bullish_divergence_30d',)",57419,72975
