,buys,sells,winners,losers
2158,"('rsi_bins_70_cross_down',)","('bb_bbl_cross_down',)",3521,5289
2159,"('rsi_bins_70_cross_down',)","('bb_bbm_cross_up',)",4229,4822
2160,"('rsi_bins_70_cross_down',)","('bb_bbm_cross_down',)",3427,5665
2161,"('rsi_bins_70_cross_down',)","('bb_bbh_cross_up',)",7734,1279
2162,"('rsi_bins_70_cross_down',)","('bb_bbh_cross_down',)",5355,3712
2163,"('rsi_bins_70_cross_down',)","('bb_buy_zone_4d',)",5480,4153
2164,"('rsi_bins_70_cross_down',)","('bb_buy_zone_3d',)",5463,4171
2165,"('rsi_bins_70_cross_down',)","('bb_buy_zone_6d',)",5491,4132
2166,"('rsi_bins_70_cross_down',)","('bb_end_buy_zone',)",3440,5974
2167,"('rsi_bins_70_cross_down',)","('sma_10_20_cross',)",4947,4165
2168,"('rsi_bins_70_cross_down',)","('sma_10_50_cross',)",4550,4414
2169,"('rsi_bins_70_cross_down',)","('sma_10_100_cross',)",4577,4247
2170,"('rsi_bins_70_cross_down',)","('sma_10_200_cross',)",4579,3858
2171,"('rsi_bins_70_cross_down',)","('sma_20_50_cross',)",4740,4167
2172,"('rsi_bins_70_cross_down',)","('sma_20_100_cross',)",4794,3918
2173,"('rsi_bins_70_cross_down',)","('sma_20_200_cross',)",4775,3425
2174,"('rsi_bins_70_cross_down',)","('sma_50_100_cross',)",5011,3332
2175,"('rsi_bins_70_cross_down',)","('sma_50_200_cross',)",4757,2768
2176,"('rsi_bins_70_cross_down',)","('sma_100_200_cross',)",4372,2219
2177,"('rsi_bins_70_cross_down',)","('price_above_sma_10',)",5783,3869
2178,"('rsi_bins_70_cross_down',)","('sma_10_zscore_cross_2std',)",3814,5034
2179,"('rsi_bins_70_cross_down',)","('sma_10_zscore_cross_3std',)",171,484
2180,"('rsi_bins_70_cross_down',)","('price_above_sma_20',)",5213,4444
2181,"('rsi_bins_70_cross_down',)","('sma_20_zscore_cross_2std',)",3840,5015
2182,"('rsi_bins_70_cross_down',)","('sma_20_zscore_cross_3std',)",2407,2731
2183,"('rsi_bins_70_cross_down',)","('price_above_sma_50',)",5098,4565
2184,"('rsi_bins_70_cross_down',)","('sma_50_zscore_cross_2std',)",3627,5179
2185,"('rsi_bins_70_cross_down',)","('sma_50_zscore_cross_3std',)",2849,4515
2186,"('rsi_bins_70_cross_down',)","('price_above_sma_100',)",5171,4469
2187,"('rsi_bins_70_cross_down',)","('sma_100_zscore_cross_2std',)",3316,5141
2188,"('rsi_bins_70_cross_down',)","('sma_100_zscore_cross_3std',)",2308,4973
2189,"('rsi_bins_70_cross_down',)","('price_above_sma_200',)",5203,4348
2190,"('rsi_bins_70_cross_down',)","('sma_200_zscore_cross_2std',)",2720,5049
2191,"('rsi_bins_70_cross_down',)","('sma_200_zscore_cross_3std',)",1527,4416
2192,"('rsi_bins_70_cross_down',)","('macd_bullish_divergence_10d',)",5251,4064
2193,"('rsi_bins_70_cross_down',)","('macd_bearish_divergence_10d',)",3709,5486
2194,"('rsi_bins_70_cross_down',)","('macd_bullish_divergence_15d',)",5416,3909
2195,"('rsi_bins_70_cross_down',)","('macd_bearish_divergence_15d',)",3574,5523
2196,"('rsi_bins_70_cross_down',)","('macd_bullish_divergence_20d',)",5515,3812
2197,"('rsi_bins_70_cross_down',)","('macd_bearish_divergence_20d',)",3583,5269
2198,"('rsi_bins_70_cross_down',)","('macd_bullish_divergence_30d',)",5585,3775
2199,"('rsi_bins_70_cross_down',)","('macd_bearish_divergence_30d',)",3437,5037
2200,"('rsi_bins_70_cross_down',)","('higher_highs_3d',)",6085,3540
2201,"('rsi_bins_70_cross_down',)","('higher_highs_3d_end',)",4890,4751
2202,"('rsi_bins_70_cross_down',)","('higher_highs_4d',)",6299,3242
2203,"('rsi_bins_70_cross_down',)","('higher_highs_4d_end',)",5525,4082
2204,"('rsi_bins_70_cross_down',)","('lower_lows_3d',)",3960,5671
2205,"('rsi_bins_70_cross_down',)","('lower_lows_3d_end',)",5631,4029
2206,"('rsi_bins_70_cross_down',)","('lower_lows_4d',)",3862,5686
2207,"('rsi_bins_70_cross_down',)","('lower_lows_4d_end',)",5096,4546
2208,"('rsi_bins_80_cross_up',)","('eps_growing',)",223,146
2209,"('rsi_bins_80_cross_up',)","('eps_falling',)",81,59
2210,"('rsi_bins_80_cross_up',)","('good_fundamentals',)",641,520
2211,"('rsi_bins_80_cross_up',)","('market_cap_filter',)",744,578
2212,"('rsi_bins_80_cross_up',)","('rsi_bins_20_cross_up',)",285,547
2213,"('rsi_bins_80_cross_up',)","('rsi_bins_20_cross_down',)",282,550
2214,"('rsi_bins_80_cross_up',)","('rsi_bins_30_cross_up',)",638,826
2215,"('rsi_bins_80_cross_up',)","('rsi_bins_30_cross_down',)",623,841
2216,"('rsi_bins_80_cross_up',)","('rsi_bins_40_cross_up',)",666,859
2217,"('rsi_bins_80_cross_up',)","('rsi_bins_40_cross_down',)",613,915
2218,"('rsi_bins_80_cross_up',)","('rsi_bins_50_cross_up',)",724,837
2219,"('rsi_bins_80_cross_up',)","('rsi_bins_50_cross_down',)",619,944
2220,"('rsi_bins_80_cross_up',)","('rsi_bins_60_cross_up',)",871,704
2221,"('rsi_bins_80_cross_up',)","('rsi_bins_60_cross_down',)",653,938
2222,"('rsi_bins_80_cross_up',)","('rsi_bins_70_cross_up',)",1153,396
2223,"('rsi_bins_80_cross_up',)","('rsi_bins_70_cross_down',)",609,995
2224,"('rsi_bins_80_cross_up',)","('rsi_bins_80_cross_down',)",625,981
2225,"('rsi_bins_80_cross_up',)","('rsi_bins_90_cross_up',)",171,7
2226,"('rsi_bins_80_cross_up',)","('rsi_bins_90_cross_down',)",166,23
2227,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_35_avg',)",971,614
2228,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_35_avg',)",703,896
2229,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_35_avg_plus_std1',)",1062,518
2230,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_35_avg_plus_std1',)",732,874
2231,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_35_avg_minus_std1',)",840,734
2232,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_35_avg_minus_std1',)",716,872
2233,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_35_avg_plus_std2',)",1015,536
2234,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_35_avg_plus_std2',)",789,728
2235,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_35_avg_minus_std2',)",813,705
2236,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_35_avg_minus_std2',)",720,840
2237,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_70_avg',)",912,662
2238,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_70_avg',)",696,897
2239,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_70_avg_plus_std1',)",1030,539
2240,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_70_avg_plus_std1',)",679,925
2241,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_70_avg_minus_std1',)",778,788
2242,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_70_avg_minus_std1',)",685,887
2243,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_70_avg_plus_std2',)",1000,533
2244,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_70_avg_plus_std2',)",762,752
2245,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_70_avg_minus_std2',)",791,722
2246,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_70_avg_minus_std2',)",729,810
2247,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_105_avg',)",900,670
2248,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_105_avg',)",689,893
2249,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_105_avg_plus_std1',)",1070,505
2250,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_105_avg_plus_std1',)",675,924
2251,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_105_avg_minus_std1',)",738,807
2252,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_105_avg_minus_std1',)",665,894
2253,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_105_avg_plus_std2',)",1026,471
2254,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_105_avg_plus_std2',)",762,760
2255,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_105_avg_minus_std2',)",724,751
2256,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_105_avg_minus_std2',)",705,796
2257,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_140_avg',)",871,698
2258,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_140_avg',)",687,894
2259,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_140_avg_plus_std1',)",1082,478
2260,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_140_avg_plus_std1',)",705,894
2261,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_140_avg_minus_std1',)",739,797
2262,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_140_avg_minus_std1',)",662,882
2263,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_140_avg_plus_std2',)",1027,413
2264,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_140_avg_plus_std2',)",750,751
2265,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_140_avg_minus_std2',)",711,749
2266,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_140_avg_minus_std2',)",678,788
2267,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_175_avg',)",851,713
2268,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_175_avg',)",691,886
2269,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_175_avg_plus_std1',)",1077,486
2270,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_175_avg_plus_std1',)",720,878
2271,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_175_avg_minus_std1',)",763,769
2272,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_175_avg_minus_std1',)",667,867
2273,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_175_avg_plus_std2',)",1083,365
2274,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_175_avg_plus_std2',)",782,744
2275,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_175_avg_minus_std2',)",718,739
2276,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_175_avg_minus_std2',)",692,772
2277,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_210_avg',)",846,724
2278,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_210_avg',)",691,885
2279,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_210_avg_plus_std1',)",1056,509
2280,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_210_avg_plus_std1',)",721,875
2281,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_210_avg_minus_std1',)",737,787
2282,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_210_avg_minus_std1',)",671,855
2283,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_210_avg_plus_std2',)",1058,358
2284,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_210_avg_plus_std2',)",815,710
2285,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_up_210_avg_minus_std2',)",709,745
2286,"('rsi_bins_80_cross_up',)","('rsi_bins_cross_down_210_avg_minus_std2',)",702,756
2287,"('rsi_bins_80_cross_up',)","('rsi_bullish_divergence_10d',)",555,845
2288,"('rsi_bins_80_cross_up',)","('rsi_bearish_divergence_10d',)",647,463
2289,"('rsi_bins_80_cross_up',)","('rsi_bullish_divergence_15d',)",599,852
2290,"('rsi_bins_80_cross_up',)","('rsi_bearish_divergence_15d',)",820,647
2291,"('rsi_bins_80_cross_up',)","('rsi_bullish_divergence_20d',)",646,819
2292,"('rsi_bins_80_cross_up',)","('rsi_bearish_divergence_20d',)",806,746
2293,"('rsi_bins_80_cross_up',)","('rsi_bullish_divergence_30d',)",667,810
2294,"('rsi_bins_80_cross_up',)","('rsi_bearish_divergence_30d',)",753,836
2295,"('rsi_bins_80_cross_up',)","('bb_bbl_cross_up',)",660,821
2296,"('rsi_bins_80_cross_up',)","('bb_bbl_cross_down',)",637,853
2297,"('rsi_bins_80_cross_up',)","('bb_bbm_cross_up',)",758,771
2298,"('rsi_bins_80_cross_up',)","('bb_bbm_cross_down',)",635,891
2299,"('rsi_bins_80_cross_up',)","('bb_bbh_cross_up',)",1065,521
2300,"('rsi_bins_80_cross_up',)","('bb_bbh_cross_down',)",791,762
2301,"('rsi_bins_80_cross_up',)","('bb_buy_zone_4d',)",813,795
2302,"('rsi_bins_80_cross_up',)","('bb_buy_zone_3d',)",803,805
2303,"('rsi_bins_80_cross_up',)","('bb_buy_zone_6d',)",810,797
2304,"('rsi_bins_80_cross_up',)","('bb_end_buy_zone',)",630,940
2305,"('rsi_bins_80_cross_up',)","('sma_10_20_cross',)",860,685
2306,"('rsi_bins_80_cross_up',)","('sma_10_50_cross',)",773,744
2307,"('rsi_bins_80_cross_up',)","('sma_10_100_cross',)",803,687
2308,"('rsi_bins_80_cross_up',)","('sma_10_200_cross',)",757,658
2309,"('rsi_bins_80_cross_up',)","('sma_20_50_cross',)",822,689
2310,"('rsi_bins_80_cross_up',)","('sma_20_100_cross',)",815,647
2311,"('rsi_bins_80_cross_up',)","('sma_20_200_cross',)",772,604
2312,"('rsi_bins_80_cross_up',)","('sma_50_100_cross',)",795,591
2313,"('rsi_bins_80_cross_up',)","('sma_50_200_cross',)",699,508
2314,"('rsi_bins_80_cross_up',)","('sma_100_200_cross',)",656,417
2315,"('rsi_bins_80_cross_up',)","('price_above_sma_10',)",804,804
2316,"('rsi_bins_80_cross_up',)","('sma_10_zscore_cross_2std',)",684,807
2317,"('rsi_bins_80_cross_up',)","('sma_10_zscore_cross_3std',)",44,63
2318,"('rsi_bins_80_cross_up',)","('price_above_sma_20',)",801,807
2319,"('rsi_bins_80_cross_up',)","('sma_20_zscore_cross_2std',)",692,816
2320,"('rsi_bins_80_cross_up',)","('sma_20_zscore_cross_3std',)",428,442
2321,"('rsi_bins_80_cross_up',)","('price_above_sma_50',)",803,805
2322,"('rsi_bins_80_cross_up',)","('sma_50_zscore_cross_2std',)",678,818
2323,"('rsi_bins_80_cross_up',)","('sma_50_zscore_cross_3std',)",488,674
2324,"('rsi_bins_80_cross_up',)","('price_above_sma_100',)",806,799
2325,"('rsi_bins_80_cross_up',)","('sma_100_zscore_cross_2std',)",618,780
2326,"('rsi_bins_80_cross_up',)","('sma_100_zscore_cross_3std',)",384,780
2327,"('rsi_bins_80_cross_up',)","('price_above_sma_200',)",812,786
2328,"('rsi_bins_80_cross_up',)","('sma_200_zscore_cross_2std',)",479,778
2329,"('rsi_bins_80_cross_up',)","('sma_200_zscore_cross_3std',)",217,706
2330,"('rsi_bins_80_cross_up',)","('macd_bullish_divergence_10d',)",881,681
2331,"('rsi_bins_80_cross_up',)","('macd_bearish_divergence_10d',)",676,881
2332,"('rsi_bins_80_cross_up',)","('macd_bullish_divergence_15d',)",907,651
2333,"('rsi_bins_80_cross_up',)","('macd_bearish_divergence_15d',)",621,918
2334,"('rsi_bins_80_cross_up',)","('macd_bullish_divergence_20d',)",919,640
2335,"('rsi_bins_80_cross_up',)","('macd_bearish_divergence_20d',)",641,866
2336,"('rsi_bins_80_cross_up',)","('macd_bullish_divergence_30d',)",915,651
2337,"('rsi_bins_80_cross_up',)","('macd_bearish_divergence_30d',)",648,794
2338,"('rsi_bins_80_cross_up',)","('higher_highs_3d',)",960,645
2339,"('rsi_bins_80_cross_up',)","('higher_highs_3d_end',)",696,912
2340,"('rsi_bins_80_cross_up',)","('higher_highs_4d',)",1011,585
2341,"('rsi_bins_80_cross_up',)","('higher_highs_4d_end',)",735,871
2342,"('rsi_bins_80_cross_up',)","('lower_lows_3d',)",688,916
2343,"('rsi_bins_80_cross_up',)","('lower_lows_3d_end',)",780,828
2344,"('rsi_bins_80_cross_up',)","('lower_lows_4d',)",685,910
2345,"('rsi_bins_80_cross_up',)","('lower_lows_4d_end',)",760,844
2346,"('rsi_bins_80_cross_down',)","('eps_growing',)",236,133
2347,"('rsi_bins_80_cross_down',)","('eps_falling',)",89,51
2348,"('rsi_bins_80_cross_down',)","('good_fundamentals',)",669,493
2349,"('rsi_bins_80_cross_down',)","('market_cap_filter',)",782,544
2350,"('rsi_bins_80_cross_down',)","('rsi_bins_20_cross_up',)",286,547
2351,"('rsi_bins_80_cross_down',)","('rsi_bins_20_cross_down',)",278,555
2352,"('rsi_bins_80_cross_down',)","('rsi_bins_30_cross_up',)",633,839
2353,"('rsi_bins_80_cross_down',)","('rsi_bins_30_cross_down',)",607,865
2354,"('rsi_bins_80_cross_down',)","('rsi_bins_40_cross_up',)",668,867
2355,"('rsi_bins_80_cross_down',)","('rsi_bins_40_cross_down',)",597,941
2356,"('rsi_bins_80_cross_down',)","('rsi_bins_50_cross_up',)",730,840
2357,"('rsi_bins_80_cross_down',)","('rsi_bins_50_cross_down',)",585,988
2358,"('rsi_bins_80_cross_down',)","('rsi_bins_60_cross_up',)",960,624
2359,"('rsi_bins_80_cross_down',)","('rsi_bins_60_cross_down',)",615,986
2360,"('rsi_bins_80_cross_down',)","('rsi_bins_70_cross_up',)",1258,294
2361,"('rsi_bins_80_cross_down',)","('rsi_bins_70_cross_down',)",668,941
2362,"('rsi_bins_80_cross_down',)","('rsi_bins_80_cross_up',)",1069,94
2363,"('rsi_bins_80_cross_down',)","('rsi_bins_90_cross_up',)",129,4
2364,"('rsi_bins_80_cross_down',)","('rsi_bins_90_cross_down',)",132,9
2365,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_35_avg',)",1065,527
2366,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_35_avg',)",691,918
2367,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_35_avg_plus_std1',)",1084,488
2368,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_35_avg_plus_std1',)",788,826
2369,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_35_avg_minus_std1',)",910,674
2370,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_35_avg_minus_std1',)",693,905
2371,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_35_avg_plus_std2',)",960,571
2372,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_35_avg_plus_std2',)",884,633
2373,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_35_avg_minus_std2',)",827,700
2374,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_35_avg_minus_std2',)",687,882
2375,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_70_avg',)",1001,579
2376,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_70_avg',)",650,953
2377,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_70_avg_plus_std1',)",1120,446
2378,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_70_avg_plus_std1',)",699,915
2379,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_70_avg_minus_std1',)",796,779
2380,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_70_avg_minus_std1',)",663,919
2381,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_70_avg_plus_std2',)",918,570
2382,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_70_avg_plus_std2',)",859,653
2383,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_70_avg_minus_std2',)",799,723
2384,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_70_avg_minus_std2',)",721,827
2385,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_105_avg',)",993,585
2386,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_105_avg',)",645,947
2387,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_105_avg_plus_std1',)",1173,403
2388,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_105_avg_plus_std1',)",682,927
2389,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_105_avg_minus_std1',)",763,790
2390,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_105_avg_minus_std1',)",653,915
2391,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_105_avg_plus_std2',)",953,481
2392,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_105_avg_plus_std2',)",858,655
2393,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_105_avg_minus_std2',)",731,751
2394,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_105_avg_minus_std2',)",688,820
2395,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_140_avg',)",949,626
2396,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_140_avg',)",651,939
2397,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_140_avg_plus_std1',)",1182,379
2398,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_140_avg_plus_std1',)",700,909
2399,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_140_avg_minus_std1',)",764,781
2400,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_140_avg_minus_std1',)",650,903
2401,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_140_avg_plus_std2',)",958,403
2402,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_140_avg_plus_std2',)",833,657
2403,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_140_avg_minus_std2',)",707,760
2404,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_140_avg_minus_std2',)",666,807
2405,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_175_avg',)",900,669
2406,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_175_avg',)",644,940
2407,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_175_avg_plus_std1',)",1173,386
2408,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_175_avg_plus_std1',)",722,883
2409,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_175_avg_minus_std1',)",770,768
2410,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_175_avg_minus_std1',)",644,897
2411,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_175_avg_plus_std2',)",1002,362
2412,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_175_avg_plus_std2',)",849,664
2413,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_175_avg_minus_std2',)",722,742
2414,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_175_avg_minus_std2',)",678,793
2415,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_210_avg',)",901,674
2416,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_210_avg',)",676,907
2417,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_210_avg_plus_std1',)",1166,398
2418,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_210_avg_plus_std1',)",717,886
2419,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_210_avg_minus_std1',)",742,788
2420,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_210_avg_minus_std1',)",647,886
2421,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_210_avg_plus_std2',)",1001,326
2422,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_210_avg_plus_std2',)",850,663
2423,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_up_210_avg_minus_std2',)",715,746
2424,"('rsi_bins_80_cross_down',)","('rsi_bins_cross_down_210_avg_minus_std2',)",691,774
2425,"('rsi_bins_80_cross_down',)","('rsi_bullish_divergence_10d',)",563,845
2426,"('rsi_bins_80_cross_down',)","('rsi_bearish_divergence_10d',)",663,439
2427,"('rsi_bins_80_cross_down',)","('rsi_bullish_divergence_15d',)",606,855
2428,"('rsi_bins_80_cross_down',)","('rsi_bearish_divergence_15d',)",834,640
2429,"('rsi_bins_80_cross_down',)","('rsi_bullish_divergence_20d',)",659,816
2430,"('rsi_bins_80_cross_down',)","('rsi_bearish_divergence_20d',)",810,747
2431,"('rsi_bins_80_cross_down',)","('rsi_bullish_divergence_30d',)",661,826
2432,"('rsi_bins_80_cross_down',)","('rsi_bearish_divergence_30d',)",736,863
2433,"('rsi_bins_80_cross_down',)","('bb_bbl_cross_up',)",658,831
2434,"('rsi_bins_80_cross_down',)","('bb_bbl_cross_down',)",628,870
2435,"('rsi_bins_80_cross_down',)","('bb_bbm_cross_up',)",770,767
2436,"('rsi_bins_80_cross_down',)","('bb_bbm_cross_down',)",630,906
2437,"('rsi_bins_80_cross_down',)","('bb_bbh_cross_up',)",1286,261
2438,"('rsi_bins_80_cross_down',)","('bb_bbh_cross_down',)",808,754
2439,"('rsi_bins_80_cross_down',)","('bb_buy_zone_4d',)",857,757
2440,"('rsi_bins_80_cross_down',)","('bb_buy_zone_3d',)",855,759
2441,"('rsi_bins_80_cross_down',)","('bb_buy_zone_6d',)",858,756
2442,"('rsi_bins_80_cross_down',)","('bb_end_buy_zone',)",637,943
2443,"('rsi_bins_80_cross_down',)","('sma_10_20_cross',)",879,674
2444,"('rsi_bins_80_cross_down',)","('sma_10_50_cross',)",768,757
2445,"('rsi_bins_80_cross_down',)","('sma_10_100_cross',)",797,696
2446,"('rsi_bins_80_cross_down',)","('sma_10_200_cross',)",752,661
2447,"('rsi_bins_80_cross_down',)","('sma_20_50_cross',)",828,686
2448,"('rsi_bins_80_cross_down',)","('sma_20_100_cross',)",816,650
2449,"('rsi_bins_80_cross_down',)","('sma_20_200_cross',)",777,591
2450,"('rsi_bins_80_cross_down',)","('sma_50_100_cross',)",816,565
2451,"('rsi_bins_80_cross_down',)","('sma_50_200_cross',)",726,467
2452,"('rsi_bins_80_cross_down',)","('sma_100_200_cross',)",662,396
2453,"('rsi_bins_80_cross_down',)","('price_above_sma_10',)",875,741
2454,"('rsi_bins_80_cross_down',)","('sma_10_zscore_cross_2std',)",692,806
2455,"('rsi_bins_80_cross_down',)","('sma_10_zscore_cross_3std',)",44,63
2456,"('rsi_bins_80_cross_down',)","('price_above_sma_20',)",839,777
2457,"('rsi_bins_80_cross_down',)","('sma_20_zscore_cross_2std',)",700,818
2458,"('rsi_bins_80_cross_down',)","('sma_20_zscore_cross_3std',)",438,439
2459,"('rsi_bins_80_cross_down',)","('price_above_sma_50',)",837,779
2460,"('rsi_bins_80_cross_down',)","('sma_50_zscore_cross_2std',)",674,830
2461,"('rsi_bins_80_cross_down',)","('sma_50_zscore_cross_3std',)",484,682
2462,"('rsi_bins_80_cross_down',)","('price_above_sma_100',)",829,784
2463,"('rsi_bins_80_cross_down',)","('sma_100_zscore_cross_2std',)",613,792
2464,"('rsi_bins_80_cross_down',)","('sma_100_zscore_cross_3std',)",387,780
2465,"('rsi_bins_80_cross_down',)","('price_above_sma_200',)",831,771
2466,"('rsi_bins_80_cross_down',)","('sma_200_zscore_cross_2std',)",482,780
2467,"('rsi_bins_80_cross_down',)","('sma_200_zscore_cross_3std',)",220,704
2468,"('rsi_bins_80_cross_down',)","('macd_bullish_divergence_10d',)",898,671
2469,"('rsi_bins_80_cross_down',)","('macd_bearish_divergence_10d',)",681,886
2470,"('rsi_bins_80_cross_down',)","('macd_bullish_divergence_15d',)",943,625
2471,"('rsi_bins_80_cross_down',)","('macd_bearish_divergence_15d',)",614,935
2472,"('rsi_bins_80_cross_down',)","('macd_bullish_divergence_20d',)",983,585
