max_loss,max_daily_loss,max_gain,max_daily_gain,max_drawdown,drawdown_days,start_date,end_date,mv_6,mv_0
-0.2,-0.1,0.5,0.2,0.025,10,2016-01-01,2020-09-01,6656.0,9315.0
-0.2,-0.1,0.5,0.2,0.025,15,2016-01-01,2020-09-01,5321.0,8884.0
-0.2,-0.1,0.5,0.2,0.025,20,2016-01-01,2020-09-01,7531.0,8766.0
-0.2,-0.1,0.5,0.2,0.05,10,2016-01-01,2020-09-01,8199.0,7786.0
-0.2,-0.1,0.5,0.2,0.05,15,2016-01-01,2020-09-01,8748.0,8954.0
-0.2,-0.1,0.5,0.2,0.05,20,2016-01-01,2020-09-01,8195.0,8699.0
-0.2,-0.1,0.5,0.3,0.01,10,2016-01-01,2020-09-01,6273.0,6417.0
-0.2,-0.1,0.5,0.3,0.01,15,2016-01-01,2020-09-01,5569.0,5765.0
-0.2,-0.1,0.5,0.3,0.01,20,2016-01-01,2020-09-01,4227.0,5537.0
-0.2,-0.1,0.5,0.3,0.025,10,2016-01-01,2020-09-01,7144.0,9176.0
-0.2,-0.1,0.5,0.3,0.025,15,2016-01-01,2020-09-01,5302.0,8878.0
-0.2,-0.1,0.5,0.3,0.025,20,2016-01-01,2020-09-01,7477.0,8718.0
-0.2,-0.1,0.5,0.3,0.05,10,2016-01-01,2020-09-01,8745.0,8560.0
-0.2,-0.1,0.5,0.3,0.05,15,2016-01-01,2020-09-01,8825.0,8986.0
-0.2,-0.1,0.5,0.3,0.05,20,2016-01-01,2020-09-01,8147.0,8639.0
-0.2,-0.1,0.2,0.1,0.01,10,2016-01-01,2020-09-01,6497.0,6392.0
-0.2,-0.1,0.2,0.1,0.01,15,2016-01-01,2020-09-01,5573.0,5823.0
-0.2,-0.1,0.2,0.1,0.01,20,2016-01-01,2020-09-01,4937.0,5484.0
-0.2,-0.1,0.2,0.1,0.025,10,2016-01-01,2020-09-01,6398.0,8994.0
-0.2,-0.1,0.2,0.1,0.025,15,2016-01-01,2020-09-01,6022.0,8935.0
-0.2,-0.1,0.2,0.1,0.025,20,2016-01-01,2020-09-01,7581.0,9112.0
-0.2,-0.1,0.2,0.1,0.05,10,2016-01-01,2020-09-01,9361.0,8341.0
-0.2,-0.1,0.2,0.1,0.05,15,2016-01-01,2020-09-01,8276.0,8697.0
-0.2,-0.1,0.2,0.1,0.05,20,2016-01-01,2020-09-01,8276.0,8194.0
-0.2,-0.1,0.2,0.2,0.01,10,2016-01-01,2020-09-01,6371.0,6390.0
-0.2,-0.1,0.2,0.2,0.01,15,2016-01-01,2020-09-01,5575.0,5687.0
-0.2,-0.1,0.2,0.2,0.01,20,2016-01-01,2020-09-01,4950.0,5553.0
-0.2,-0.1,0.2,0.2,0.025,10,2016-01-01,2020-09-01,6983.0,8950.0
-0.2,-0.1,0.2,0.2,0.025,15,2016-01-01,2020-09-01,6881.0,8848.0
-0.2,-0.1,0.2,0.2,0.025,20,2016-01-01,2020-09-01,7595.0,9524.0
-0.2,-0.1,0.2,0.2,0.05,10,2016-01-01,2020-09-01,9585.0,8631.0
-0.2,-0.1,0.2,0.2,0.05,15,2016-01-01,2020-09-01,7769.0,9069.0
-0.2,-0.1,0.2,0.2,0.05,20,2016-01-01,2020-09-01,8151.0,8171.0
-0.2,-0.1,0.2,0.3,0.01,10,2016-01-01,2020-09-01,6358.0,6516.0
-0.2,-0.1,0.2,0.3,0.01,15,2016-01-01,2020-09-01,5569.0,5686.0
-0.2,-0.1,0.2,0.3,0.01,20,2016-01-01,2020-09-01,4905.0,5558.0
-0.2,-0.1,0.2,0.3,0.025,10,2016-01-01,2020-09-01,7824.0,9168.0
-0.2,-0.1,0.2,0.3,0.025,15,2016-01-01,2020-09-01,6377.0,8854.0
-0.2,-0.1,0.2,0.3,0.025,20,2016-01-01,2020-09-01,7440.0,9529.0
-0.2,-0.1,0.2,0.3,0.05,10,2016-01-01,2020-09-01,8136.0,7934.0
-0.2,-0.1,0.2,0.3,0.05,15,2016-01-01,2020-09-01,7917.0,8980.0
-0.2,-0.1,0.2,0.3,0.05,20,2016-01-01,2020-09-01,8256.0,7898.0
-0.2,-0.05,0.3,0.1,0.01,10,2016-01-01,2020-09-01,6688.0,6180.0
-0.2,-0.05,0.3,0.1,0.01,15,2016-01-01,2020-09-01,5259.0,5385.0
-0.2,-0.05,0.3,0.1,0.01,20,2016-01-01,2020-09-01,5721.0,5495.0
-0.2,-0.05,0.3,0.1,0.025,10,2016-01-01,2020-09-01,7167.0,9330.0
-0.2,-0.05,0.3,0.1,0.025,15,2016-01-01,2020-09-01,5343.0,8847.0
-0.2,-0.05,0.3,0.1,0.025,20,2016-01-01,2020-09-01,8265.0,8962.0
-0.2,-0.05,0.3,0.1,0.05,10,2016-01-01,2020-09-01,7876.0,7444.0
-0.2,-0.05,0.3,0.1,0.05,15,2016-01-01,2020-09-01,7834.0,7972.0
-0.2,-0.05,0.3,0.1,0.05,20,2016-01-01,2020-09-01,8751.0,7331.0
-0.2,-0.05,0.3,0.2,0.01,10,2016-01-01,2020-09-01,6158.0,6140.0
-0.2,-0.05,0.3,0.2,0.01,15,2016-01-01,2020-09-01,4985.0,5580.0
-0.2,-0.05,0.3,0.2,0.01,20,2016-01-01,2020-09-01,5039.0,5695.0
-0.2,-0.05,0.3,0.2,0.025,10,2016-01-01,2020-09-01,6585.0,9101.0
-0.2,-0.05,0.3,0.2,0.025,15,2016-01-01,2020-09-01,5187.0,8394.0
-0.2,-0.05,0.3,0.2,0.025,20,2016-01-01,2020-09-01,7611.0,8751.0
-0.2,-0.05,0.3,0.2,0.05,10,2016-01-01,2020-09-01,7734.0,8031.0
-0.2,-0.05,0.3,0.2,0.05,15,2016-01-01,2020-09-01,7527.0,8088.0
-0.2,-0.05,0.3,0.2,0.05,20,2016-01-01,2020-09-01,8530.0,7993.0
-0.2,-0.05,0.3,0.3,0.01,10,2016-01-01,2020-09-01,6151.0,6138.0
-0.2,-0.05,0.3,0.3,0.01,15,2016-01-01,2020-09-01,4984.0,5580.0
-0.2,-0.05,0.3,0.3,0.01,20,2016-01-01,2020-09-01,6152.0,5675.0
-0.2,-0.05,0.3,0.3,0.025,10,2016-01-01,2020-09-01,6480.0,9172.0
-0.2,-0.05,0.3,0.3,0.025,15,2016-01-01,2020-09-01,5198.0,8201.0
-0.2,-0.05,0.3,0.3,0.025,20,2016-01-01,2020-09-01,7605.0,8585.0
-0.2,-0.05,0.3,0.3,0.05,10,2016-01-01,2020-09-01,7712.0,7990.0
-0.2,-0.05,0.3,0.3,0.05,15,2016-01-01,2020-09-01,7531.0,8112.0
-0.2,-0.05,0.3,0.3,0.05,20,2016-01-01,2020-09-01,8488.0,7260.0
-0.2,-0.05,0.5,0.1,0.01,10,2016-01-01,2020-09-01,6688.0,6180.0
-0.2,-0.05,0.5,0.1,0.01,15,2016-01-01,2020-09-01,5259.0,5366.0
-0.2,-0.05,0.5,0.1,0.01,20,2016-01-01,2020-09-01,5625.0,5919.0
-0.2,-0.05,0.5,0.1,0.025,10,2016-01-01,2020-09-01,6704.0,8747.0
-0.2,-0.05,0.5,0.1,0.025,15,2016-01-01,2020-09-01,5097.0,8720.0
-0.2,-0.05,0.5,0.1,0.025,20,2016-01-01,2020-09-01,8038.0,9145.0
-0.2,-0.05,0.5,0.1,0.05,10,2016-01-01,2020-09-01,8952.0,8096.0
-0.2,-0.05,0.5,0.1,0.05,15,2016-01-01,2020-09-01,8160.0,8428.0
-0.2,-0.05,0.5,0.1,0.05,20,2016-01-01,2020-09-01,8013.0,7321.0
-0.2,-0.05,0.5,0.2,0.01,10,2016-01-01,2020-09-01,6161.0,6133.0
-0.2,-0.05,0.5,0.2,0.01,15,2016-01-01,2020-09-01,4999.0,5580.0
-0.2,-0.05,0.5,0.2,0.01,20,2016-01-01,2020-09-01,5022.0,5696.0
-0.2,-0.05,0.5,0.2,0.025,10,2016-01-01,2020-09-01,6562.0,9114.0
-0.2,-0.05,0.5,0.2,0.025,15,2016-01-01,2020-09-01,5120.0,8256.0
-0.2,-0.05,0.5,0.2,0.025,20,2016-01-01,2020-09-01,7046.0,8640.0
-0.2,-0.05,0.5,0.2,0.05,10,2016-01-01,2020-09-01,9360.0,7321.0
-0.2,-0.05,0.5,0.2,0.05,15,2016-01-01,2020-09-01,8194.0,8271.0
-0.2,-0.05,0.5,0.2,0.05,20,2016-01-01,2020-09-01,8530.0,7900.0
-0.2,-0.05,0.5,0.3,0.01,10,2016-01-01,2020-09-01,6165.0,6132.0
-0.2,-0.05,0.5,0.3,0.01,15,2016-01-01,2020-09-01,4999.0,5580.0
-0.2,-0.05,0.5,0.3,0.01,20,2016-01-01,2020-09-01,5616.0,5540.0
-0.2,-0.05,0.5,0.3,0.025,10,2016-01-01,2020-09-01,6587.0,9161.0
-0.2,-0.05,0.5,0.3,0.025,15,2016-01-01,2020-09-01,5057.0,8475.0
-0.2,-0.05,0.5,0.3,0.025,20,2016-01-01,2020-09-01,7009.0,8610.0
-0.2,-0.05,0.5,0.3,0.05,10,2016-01-01,2020-09-01,9424.0,8104.0
-0.2,-0.05,0.5,0.3,0.05,15,2016-01-01,2020-09-01,8208.0,8344.0
-0.2,-0.05,0.5,0.3,0.05,20,2016-01-01,2020-09-01,8451.0,7888.0
-0.2,-0.05,0.2,0.1,0.01,10,2016-01-01,2020-09-01,5582.0,6398.0
-0.2,-0.05,0.2,0.1,0.01,15,2016-01-01,2020-09-01,5334.0,5363.0
-0.2,-0.05,0.2,0.1,0.01,20,2016-01-01,2020-09-01,4876.0,5546.0
-0.2,-0.05,0.2,0.1,0.025,10,2016-01-01,2020-09-01,7170.0,8941.0
-0.2,-0.05,0.2,0.1,0.025,15,2016-01-01,2020-09-01,5167.0,8525.0
-0.2,-0.05,0.2,0.1,0.025,20,2016-01-01,2020-09-01,7557.0,9133.0
-0.2,-0.05,0.2,0.1,0.05,10,2016-01-01,2020-09-01,8888.0,8075.0
-0.2,-0.05,0.2,0.1,0.05,15,2016-01-01,2020-09-01,7994.0,8215.0
-0.2,-0.05,0.2,0.1,0.05,20,2016-01-01,2020-09-01,8026.0,7348.0
-0.2,-0.05,0.2,0.2,0.01,10,2016-01-01,2020-09-01,5546.0,6411.0
-0.2,-0.05,0.2,0.2,0.01,15,2016-01-01,2020-09-01,5025.0,5579.0
-0.2,-0.05,0.2,0.2,0.01,20,2016-01-01,2020-09-01,5647.0,5543.0
-0.2,-0.05,0.2,0.2,0.025,10,2016-01-01,2020-09-01,7328.0,8917.0
-0.2,-0.05,0.2,0.2,0.025,15,2016-01-01,2020-09-01,5232.0,8426.0
-0.2,-0.05,0.2,0.2,0.025,20,2016-01-01,2020-09-01,7346.0,9531.0
-0.2,-0.05,0.2,0.2,0.05,10,2016-01-01,2020-09-01,8984.0,7990.0
-0.2,-0.05,0.2,0.2,0.05,15,2016-01-01,2020-09-01,7549.0,8234.0
-0.2,-0.05,0.2,0.2,0.05,20,2016-01-01,2020-09-01,8021.0,7106.0
-0.2,-0.05,0.2,0.3,0.01,10,2016-01-01,2020-09-01,5555.0,6404.0
-0.2,-0.05,0.2,0.3,0.01,15,2016-01-01,2020-09-01,5025.0,5579.0
-0.2,-0.05,0.2,0.3,0.01,20,2016-01-01,2020-09-01,5623.0,5543.0
-0.2,-0.05,0.2,0.3,0.025,10,2016-01-01,2020-09-01,7168.0,9300.0
-0.2,-0.05,0.2,0.3,0.025,15,2016-01-01,2020-09-01,5203.0,8400.0
-0.2,-0.05,0.2,0.3,0.025,20,2016-01-01,2020-09-01,7505.0,9506.0
-0.2,-0.05,0.2,0.3,0.05,10,2016-01-01,2020-09-01,9000.0,8033.0
-0.2,-0.05,0.2,0.3,0.05,15,2016-01-01,2020-09-01,7526.0,8189.0
-0.2,-0.05,0.2,0.3,0.05,20,2016-01-01,2020-09-01,7975.0,7110.0
-0.2,-0.15,0.3,0.1,0.01,10,2016-01-01,2020-09-01,6314.0,6559.0
-0.2,-0.15,0.3,0.1,0.01,15,2016-01-01,2020-09-01,5380.0,5770.0
-0.2,-0.15,0.3,0.1,0.01,20,2016-01-01,2020-09-01,4955.0,5723.0
-0.2,-0.15,0.3,0.1,0.025,10,2016-01-01,2020-09-01,7415.0,9492.0
-0.2,-0.15,0.3,0.1,0.025,15,2016-01-01,2020-09-01,5616.0,9035.0
-0.2,-0.15,0.3,0.1,0.025,20,2016-01-01,2020-09-01,8522.0,9394.0
-0.2,-0.15,0.3,0.1,0.05,10,2016-01-01,2020-09-01,9615.0,8364.0
-0.2,-0.15,0.3,0.1,0.05,15,2016-01-01,2020-09-01,8159.0,8782.0
-0.2,-0.15,0.3,0.1,0.05,20,2016-01-01,2020-09-01,8732.0,8344.0
-0.2,-0.15,0.3,0.2,0.01,10,2016-01-01,2020-09-01,5930.0,6661.0
-0.2,-0.15,0.3,0.2,0.01,15,2016-01-01,2020-09-01,5505.0,5705.0
-0.2,-0.15,0.3,0.2,0.01,20,2016-01-01,2020-09-01,5744.0,5603.0
-0.2,-0.15,0.3,0.2,0.025,10,2016-01-01,2020-09-01,7037.0,9310.0
-0.2,-0.15,0.3,0.2,0.025,15,2016-01-01,2020-09-01,5309.0,9014.0
-0.2,-0.15,0.3,0.2,0.025,20,2016-01-01,2020-09-01,7773.0,9512.0
-0.2,-0.15,0.3,0.2,0.05,10,2016-01-01,2020-09-01,9518.0,8287.0
-0.2,-0.15,0.3,0.2,0.05,15,2016-01-01,2020-09-01,8044.0,9110.0
-0.2,-0.15,0.3,0.2,0.05,20,2016-01-01,2020-09-01,8651.0,9010.0
-0.2,-0.15,0.3,0.3,0.01,10,2016-01-01,2020-09-01,5680.0,6678.0
-0.2,-0.15,0.3,0.3,0.01,15,2016-01-01,2020-09-01,5503.0,5705.0
-0.2,-0.15,0.3,0.3,0.01,20,2016-01-01,2020-09-01,5752.0,5603.0
-0.2,-0.15,0.3,0.3,0.025,10,2016-01-01,2020-09-01,6831.0,9301.0
-0.2,-0.15,0.3,0.3,0.025,15,2016-01-01,2020-09-01,5725.0,8939.0
-0.2,-0.15,0.3,0.3,0.025,20,2016-01-01,2020-09-01,7837.0,9507.0
-0.2,-0.15,0.3,0.3,0.05,10,2016-01-01,2020-09-01,9438.0,8633.0
-0.2,-0.15,0.3,0.3,0.05,15,2016-01-01,2020-09-01,9436.0,8853.0
-0.2,-0.15,0.3,0.3,0.05,20,2016-01-01,2020-09-01,8508.0,7200.0
-0.2,-0.15,0.5,0.1,0.01,10,2016-01-01,2020-09-01,6311.0,6559.0
-0.2,-0.15,0.5,0.1,0.01,15,2016-01-01,2020-09-01,5353.0,5770.0
-0.2,-0.15,0.5,0.1,0.01,20,2016-01-01,2020-09-01,4297.0,5717.0
-0.2,-0.15,0.5,0.1,0.025,10,2016-01-01,2020-09-01,6620.0,9530.0
-0.2,-0.15,0.5,0.1,0.025,15,2016-01-01,2020-09-01,5138.0,9018.0
-0.2,-0.15,0.5,0.1,0.025,20,2016-01-01,2020-09-01,8201.0,9458.0
-0.2,-0.15,0.5,0.1,0.05,10,2016-01-01,2020-09-01,8130.0,8559.0
-0.2,-0.15,0.5,0.1,0.05,15,2016-01-01,2020-09-01,7831.0,8946.0
-0.2,-0.15,0.5,0.1,0.05,20,2016-01-01,2020-09-01,8544.0,8242.0
-0.2,-0.15,0.5,0.2,0.01,10,2016-01-01,2020-09-01,5727.0,6681.0
-0.2,-0.15,0.5,0.2,0.01,15,2016-01-01,2020-09-01,5433.0,5787.0
-0.2,-0.15,0.5,0.2,0.01,20,2016-01-01,2020-09-01,4940.0,5591.0
-0.2,-0.15,0.5,0.2,0.025,10,2016-01-01,2020-09-01,6704.0,9390.0
-0.2,-0.15,0.5,0.2,0.025,15,2016-01-01,2020-09-01,5390.0,8915.0
-0.2,-0.15,0.5,0.2,0.025,20,2016-01-01,2020-09-01,8507.0,9535.0
-0.2,-0.15,0.5,0.2,0.05,10,2016-01-01,2020-09-01,9026.0,8788.0
-0.2,-0.15,0.5,0.2,0.05,15,2016-01-01,2020-09-01,8122.0,8863.0
-0.2,-0.15,0.5,0.2,0.05,20,2016-01-01,2020-09-01,8695.0,8456.0
-0.2,-0.15,0.5,0.3,0.01,10,2016-01-01,2020-09-01,5686.0,6665.0
-0.2,-0.15,0.5,0.3,0.01,15,2016-01-01,2020-09-01,5430.0,5786.0
-0.2,-0.15,0.5,0.3,0.01,20,2016-01-01,2020-09-01,4950.0,5592.0
-0.2,-0.15,0.5,0.3,0.025,10,2016-01-01,2020-09-01,6942.0,9352.0
-0.2,-0.15,0.5,0.3,0.025,15,2016-01-01,2020-09-01,5404.0,8927.0
-0.2,-0.15,0.5,0.3,0.025,20,2016-01-01,2020-09-01,8496.0,9600.0
-0.2,-0.15,0.5,0.3,0.05,10,2016-01-01,2020-09-01,8907.0,9108.0
-0.2,-0.15,0.5,0.3,0.05,15,2016-01-01,2020-09-01,8231.0,9320.0
-0.2,-0.15,0.5,0.3,0.05,20,2016-01-01,2020-09-01,8451.0,8704.0
-0.2,-0.15,0.2,0.1,0.01,10,2016-01-01,2020-09-01,6776.0,6447.0
-0.2,-0.15,0.2,0.1,0.01,15,2016-01-01,2020-09-01,5412.0,5773.0
-0.2,-0.15,0.2,0.1,0.01,20,2016-01-01,2020-09-01,4827.0,5742.0
-0.2,-0.15,0.2,0.1,0.025,10,2016-01-01,2020-09-01,7826.0,9455.0
-0.2,-0.15,0.2,0.1,0.025,15,2016-01-01,2020-09-01,5541.0,8893.0
-0.2,-0.15,0.2,0.1,0.025,20,2016-01-01,2020-09-01,7135.0,9608.0
-0.2,-0.15,0.2,0.1,0.05,10,2016-01-01,2020-09-01,9471.0,8309.0
-0.2,-0.15,0.2,0.1,0.05,15,2016-01-01,2020-09-01,8223.0,8780.0
-0.2,-0.15,0.2,0.1,0.05,20,2016-01-01,2020-09-01,8138.0,8800.0
-0.2,-0.15,0.2,0.2,0.01,10,2016-01-01,2020-09-01,6065.0,6643.0
-0.2,-0.15,0.2,0.2,0.01,15,2016-01-01,2020-09-01,5525.0,5700.0
-0.2,-0.15,0.2,0.2,0.01,20,2016-01-01,2020-09-01,4827.0,5606.0
-0.2,-0.15,0.2,0.2,0.025,10,2016-01-01,2020-09-01,7914.0,9416.0
-0.2,-0.15,0.2,0.2,0.025,15,2016-01-01,2020-09-01,5472.0,9046.0
-0.2,-0.15,0.2,0.2,0.025,20,2016-01-01,2020-09-01,7696.0,9787.0
-0.2,-0.15,0.2,0.2,0.05,10,2016-01-01,2020-09-01,9537.0,8737.0
-0.2,-0.15,0.2,0.2,0.05,15,2016-01-01,2020-09-01,7968.0,9557.0
-0.2,-0.15,0.2,0.2,0.05,20,2016-01-01,2020-09-01,8440.0,8705.0
-0.2,-0.15,0.2,0.3,0.01,10,2016-01-01,2020-09-01,6435.0,6418.0
-0.2,-0.15,0.2,0.3,0.01,15,2016-01-01,2020-09-01,5519.0,5867.0
-0.2,-0.15,0.2,0.3,0.01,20,2016-01-01,2020-09-01,5580.0,5583.0
-0.2,-0.15,0.2,0.3,0.025,10,2016-01-01,2020-09-01,7475.0,9443.0
-0.2,-0.15,0.2,0.3,0.025,15,2016-01-01,2020-09-01,5300.0,8825.0
-0.2,-0.15,0.2,0.3,0.025,20,2016-01-01,2020-09-01,7309.0,9749.0
-0.2,-0.15,0.2,0.3,0.05,10,2016-01-01,2020-09-01,9728.0,7680.0
-0.2,-0.15,0.2,0.3,0.05,15,2016-01-01,2020-09-01,9682.0,8893.0
-0.2,-0.15,0.2,0.3,0.05,20,2016-01-01,2020-09-01,8133.0,8301.0
-0.3,-0.1,0.3,0.1,0.01,10,2016-01-01,2020-09-01,5987.0,6502.0
-0.3,-0.1,0.3,0.1,0.01,15,2016-01-01,2020-09-01,5424.0,5707.0
-0.3,-0.1,0.3,0.1,0.01,20,2016-01-01,2020-09-01,4951.0,5522.0
-0.3,-0.1,0.3,0.1,0.025,10,2016-01-01,2020-09-01,7198.0,9196.0
-0.3,-0.1,0.3,0.1,0.025,15,2016-01-01,2020-09-01,5805.0,8914.0
-0.3,-0.1,0.3,0.1,0.025,20,2016-01-01,2020-09-01,7785.0,9378.0
-0.3,-0.1,0.3,0.1,0.05,10,2016-01-01,2020-09-01,9524.0,8422.0
-0.3,-0.1,0.3,0.1,0.05,15,2016-01-01,2020-09-01,8049.0,8830.0
-0.3,-0.1,0.3,0.1,0.05,20,2016-01-01,2020-09-01,8557.0,8064.0
-0.3,-0.1,0.3,0.2,0.01,10,2016-01-01,2020-09-01,6174.0,6622.0
-0.3,-0.1,0.3,0.2,0.01,15,2016-01-01,2020-09-01,5566.0,5727.0
-0.3,-0.1,0.3,0.2,0.01,20,2016-01-01,2020-09-01,5742.0,5642.0
-0.3,-0.1,0.3,0.2,0.025,10,2016-01-01,2020-09-01,6788.0,9369.0
-0.3,-0.1,0.3,0.2,0.025,15,2016-01-01,2020-09-01,5908.0,8895.0
-0.3,-0.1,0.3,0.2,0.025,20,2016-01-01,2020-09-01,8780.0,9510.0
-0.3,-0.1,0.3,0.2,0.05,10,2016-01-01,2020-09-01,9265.0,8656.0
-0.3,-0.1,0.3,0.2,0.05,15,2016-01-01,2020-09-01,8042.0,9230.0
-0.3,-0.1,0.3,0.2,0.05,20,2016-01-01,2020-09-01,8580.0,9605.0
-0.3,-0.1,0.3,0.3,0.01,10,2016-01-01,2020-09-01,6549.0,6397.0
-0.3,-0.1,0.3,0.3,0.01,15,2016-01-01,2020-09-01,5563.0,5726.0
-0.3,-0.1,0.3,0.3,0.01,20,2016-01-01,2020-09-01,5735.0,5643.0
-0.3,-0.1,0.3,0.3,0.025,10,2016-01-01,2020-09-01,7508.0,9226.0
-0.3,-0.1,0.3,0.3,0.025,15,2016-01-01,2020-09-01,5869.0,8876.0
-0.3,-0.1,0.3,0.3,0.025,20,2016-01-01,2020-09-01,8459.0,9503.0
-0.3,-0.1,0.3,0.3,0.05,10,2016-01-01,2020-09-01,9230.0,8653.0
-0.3,-0.1,0.3,0.3,0.05,15,2016-01-01,2020-09-01,8143.0,9330.0
-0.3,-0.1,0.3,0.3,0.05,20,2016-01-01,2020-09-01,8590.0,9464.0
-0.3,-0.1,0.5,0.1,0.01,10,2016-01-01,2020-09-01,5986.0,6502.0
-0.3,-0.1,0.5,0.1,0.01,15,2016-01-01,2020-09-01,5550.0,5938.0
-0.3,-0.1,0.5,0.1,0.01,20,2016-01-01,2020-09-01,4295.0,5509.0
-0.3,-0.1,0.5,0.1,0.025,10,2016-01-01,2020-09-01,6009.0,9738.0
-0.3,-0.1,0.5,0.1,0.025,15,2016-01-01,2020-09-01,4986.0,9270.0
-0.3,-0.1,0.5,0.1,0.025,20,2016-01-01,2020-09-01,8433.0,9251.0
-0.3,-0.1,0.5,0.1,0.05,10,2016-01-01,2020-09-01,8262.0,8503.0
-0.3,-0.1,0.5,0.1,0.05,15,2016-01-01,2020-09-01,8903.0,8847.0
-0.3,-0.1,0.5,0.1,0.05,20,2016-01-01,2020-09-01,8149.0,8773.0
-0.3,-0.1,0.5,0.2,0.01,10,2016-01-01,2020-09-01,6168.0,6623.0
-0.3,-0.1,0.5,0.2,0.01,15,2016-01-01,2020-09-01,5566.0,5727.0
-0.3,-0.1,0.5,0.2,0.01,20,2016-01-01,2020-09-01,4997.0,5635.0
-0.3,-0.1,0.5,0.2,0.025,10,2016-01-01,2020-09-01,5713.0,9634.0
-0.3,-0.1,0.5,0.2,0.025,15,2016-01-01,2020-09-01,5138.0,8821.0
-0.3,-0.1,0.5,0.2,0.025,20,2016-01-01,2020-09-01,7564.0,9366.0
-0.3,-0.1,0.5,0.2,0.05,10,2016-01-01,2020-09-01,7980.0,8905.0
-0.3,-0.1,0.5,0.2,0.05,15,2016-01-01,2020-09-01,9022.0,9353.0
-0.3,-0.1,0.5,0.2,0.05,20,2016-01-01,2020-09-01,8223.0,8374.0
-0.3,-0.1,0.5,0.3,0.01,10,2016-01-01,2020-09-01,6680.0,6545.0
-0.3,-0.1,0.5,0.3,0.01,15,2016-01-01,2020-09-01,5569.0,5726.0
-0.3,-0.1,0.5,0.3,0.01,20,2016-01-01,2020-09-01,4307.0,5601.0
-0.3,-0.1,0.5,0.3,0.025,10,2016-01-01,2020-09-01,5734.0,9667.0
-0.3,-0.1,0.5,0.3,0.025,15,2016-01-01,2020-09-01,5084.0,8821.0
-0.3,-0.1,0.5,0.3,0.025,20,2016-01-01,2020-09-01,7844.0,9455.0
-0.3,-0.1,0.5,0.3,0.05,10,2016-01-01,2020-09-01,8054.0,8821.0
-0.3,-0.1,0.5,0.3,0.05,15,2016-01-01,2020-09-01,9438.0,8944.0
-0.3,-0.1,0.5,0.3,0.05,20,2016-01-01,2020-09-01,8230.0,9398.0
-0.3,-0.1,0.2,0.1,0.01,10,2016-01-01,2020-09-01,6791.0,6440.0
-0.3,-0.1,0.2,0.1,0.01,15,2016-01-01,2020-09-01,5573.0,5937.0
-0.3,-0.1,0.2,0.1,0.01,20,2016-01-01,2020-09-01,4925.0,5520.0
-0.3,-0.1,0.2,0.1,0.025,10,2016-01-01,2020-09-01,6909.0,8923.0
-0.3,-0.1,0.2,0.1,0.025,15,2016-01-01,2020-09-01,5705.0,8929.0
-0.3,-0.1,0.2,0.1,0.025,20,2016-01-01,2020-09-01,7311.0,9272.0
-0.3,-0.1,0.2,0.1,0.05,10,2016-01-01,2020-09-01,9797.0,9033.0
-0.3,-0.1,0.2,0.1,0.05,15,2016-01-01,2020-09-01,7975.0,9263.0
-0.3,-0.1,0.2,0.1,0.05,20,2016-01-01,2020-09-01,8329.0,8908.0
-0.3,-0.1,0.2,0.2,0.01,10,2016-01-01,2020-09-01,6586.0,6540.0
-0.3,-0.1,0.2,0.2,0.01,15,2016-01-01,2020-09-01,5572.0,5637.0
-0.3,-0.1,0.2,0.2,0.01,20,2016-01-01,2020-09-01,4972.0,5687.0
-0.3,-0.1,0.2,0.2,0.025,10,2016-01-01,2020-09-01,7232.0,9386.0
-0.3,-0.1,0.2,0.2,0.025,15,2016-01-01,2020-09-01,5687.0,8778.0
-0.3,-0.1,0.2,0.2,0.025,20,2016-01-01,2020-09-01,7590.0,9475.0
-0.3,-0.1,0.2,0.2,0.05,10,2016-01-01,2020-09-01,9606.0,9341.0
-0.3,-0.1,0.2,0.2,0.05,15,2016-01-01,2020-09-01,8200.0,9654.0
-0.3,-0.1,0.2,0.2,0.05,20,2016-01-01,2020-09-01,8401.0,8815.0
-0.3,-0.1,0.2,0.3,0.01,10,2016-01-01,2020-09-01,6588.0,6581.0
-0.3,-0.1,0.2,0.3,0.01,15,2016-01-01,2020-09-01,5571.0,5636.0
-0.3,-0.1,0.2,0.3,0.01,20,2016-01-01,2020-09-01,4929.0,5697.0
-0.3,-0.1,0.2,0.3,0.025,10,2016-01-01,2020-09-01,7179.0,9359.0
-0.3,-0.1,0.2,0.3,0.025,15,2016-01-01,2020-09-01,5657.0,8790.0
-0.3,-0.1,0.2,0.3,0.025,20,2016-01-01,2020-09-01,7420.0,9407.0
-0.3,-0.1,0.2,0.3,0.05,10,2016-01-01,2020-09-01,9520.0,8941.0
-0.3,-0.1,0.2,0.3,0.05,15,2016-01-01,2020-09-01,8239.0,9556.0
-0.3,-0.1,0.2,0.3,0.05,20,2016-01-01,2020-09-01,8370.0,8799.0
-0.3,-0.05,0.3,0.1,0.01,10,2016-01-01,2020-09-01,6693.0,6180.0
-0.3,-0.05,0.3,0.1,0.01,15,2016-01-01,2020-09-01,5259.0,5385.0
-0.3,-0.05,0.3,0.1,0.01,20,2016-01-01,2020-09-01,5722.0,5495.0
-0.3,-0.05,0.3,0.1,0.025,10,2016-01-01,2020-09-01,7254.0,9152.0
-0.3,-0.05,0.3,0.1,0.025,15,2016-01-01,2020-09-01,5180.0,8826.0
